Tiempo [s],u [m],v [m/s],a [m/s²]
83.55,7.715384924306061e-07,1.1983159426568284e-05,-0.0003266076544249276
83.55,8.087126877394e-07,1.0880083311102226e-05,-0.0003438681161893619
83.56,8.420713008470446e-07,9.721025153859951e-06,-0.0003592651678782259
83.56,8.714424206628838e-07,8.511946521549229e-06,-0.0003730985711447511
83.56,8.966716100235956e-07,7.257839789917638e-06,-0.0003856320699538307
83.57,9.176190398534768e-07,5.962867597712531e-06,-0.0003970701166161599
83.57,9.341572674020209e-07,4.630575464806727e-06,-0.0004075398967041456
83.57,9.461698567696614e-07,3.26415945783811e-06,-0.00041707919730040637
83.58,9.535509748466952e-07,1.8667689239013586e-06,-0.0004256307205979593
83.58,9.56206026495637e-07,4.4182300218381944e-07,-0.000433042609569921
83.58,9.540533235238898e-07,-1.0066796770588016e-06,-0.0004390750461510247
83.59,9.470267163125073e-07,-2.473877694216843e-06,-0.00044341213751497897
83.59,9.350790579447565e-07,-3.953806995668835e-06,-0.0004456784015854802
83.59,9.181863199649648e-07,-5.439219142662613e-06,-0.0004454590227362858
83.6,8.963521379656654e-07,-6.921469242604707e-06,-0.0004423227035645618
83.6,8.696125350594071e-07,-8.390481626819609e-06,-0.0004358464053164354
83.6,8.380405515231485e-07,-9.834798615794122e-06,-0.0004256408315729054
83.61,8.017505000989944e-07,-1.1241714058661935e-05,-0.00041137570626048544
83.61,7.609015686139336e-07,-1.259749020247792e-05,-0.00039280393534736364
83.61,7.157005044859566e-07,-1.3887653261000735e-05,-0.00036978356114640066
83.62,6.664031397038652e-07,-1.50973595677736e-05,-0.0003422966005473672
83.62,6.133145500762466e-07,-1.6211820993824358e-05,-0.00031046364784945325
83.62,5.567876890614644e-07,-1.721677474230055e-05,-0.00027455331857533514
83.63,4.972203939706128e-07,-1.8098979506331366e-05,-0.00023498555389503726
83.63,4.3505072991164083e-07,-1.8846716900265987e-05,-0.00019232803540475358
83.63,3.7075071294978773e-07,-1.945027470700051e-05,-0.00014728512010098873
83.64,3.048185360165919e-07,-1.9902386832460927e-05,-0.0001006790840555522
83.64,2.3776950555736403e-07,-2.0198604453714426e-05,-5.342382376070887e-05
83.64,1.7012597928126698e-07,-2.0337573772578744e-05,-6.491678713359247e-06
83.65,1.0240667051415282e-07,-2.0321198386905764e-05,3.9125495101333516e-05
83.65,3.511574687709426e-08,-2.015466855409126e-05,8.245927495818261e-05
83.65,-3.126780531217225e-08,-1.9846345682753055e-05,0.00012260954831113473
83.66,-9.630005923614544e-08,-1.9407497714838167e-05,0.00015878881348601662
83.66,-1.5958078391029052e-07,-1.885188964919428e-05,0.00019036310781107157
83.66,-2.2076039115961228e-07,-1.8195242628039338e-05,0.00021688694771671826
83.67,-2.7954481263266184e-07,-1.7454583831557703e-05,0.00023812953865877653
83.67,-3.356980215525356e-07,-1.6647518057529172e-05,0.0002540901232909302
83.67,-3.8904203286194576e-07,-1.5791458449552238e-05,0.0002650009586246764
83.68,-4.394543516771074e-07,-1.4902858508871892e-05,0.00027131684422432236
83.68,-4.868629856767965e-07,-1.399649000157974e-05,0.0002736914631859951
83.68,-5.312392822332697e-07,-1.3084810097154907e-05,0.00027294128161263215
83.69,-5.725889860192827e-07,-1.2177457595175055e-05,0.00026999894441518177
83.69,-6.109420276786834e-07,-1.128091108130296e-05,0.00026585877281638115
83.69,-6.463416402830819e-07,-1.0398332681905075e-05,0.00026151755352461976
83.7,-6.788334510610934e-07,-9.529609988189354e-06,0.0002579143678357909
83.7,-7.084552067176892e-07,-8.671596275625723e-06,0.00025587315003514077
83.7,-7.352277600929473e-07,-7.818536773699364e-06,0.00025605175183603026
83.71,-7.591478755769043e-07,-6.962656738943937e-06,0.000258900585165745
83.71,-7.801833050477172e-07,-6.09487707615307e-06,0.00026463363602409446
83.71,-7.982704518336622e-07,-5.205614900501813e-06,0.0002732134938356125
83.72,-8.133147865631402e-07,-4.285621579329714e-06,0.00028435128780780815
83.72,-8.251940159127113e-07,-3.326808654422391e-06,0.0002975214212553796
83.72,-8.337638436919877e-07,-2.3230132643109435e-06,0.00031198996859194524
83.73,-8.388660138614362e-07,-1.270659059846563e-06,0.00032685489240007133
83.73,-8.40338195953068e-07,-1.6927541072679214e-07,0.0003410954430459207
83.73,-8.380251722438572e-07,9.78153235115803e-07,0.00035362777636052065
83.74,-8.317907178361525e-07,2.165025827533156e-06,0.0003633635030416713
83.74,-8.215295323275362e-07,3.381158028508459e-06,0.0003692678463951406
83.74,-8.07178585157999e-07,4.613006573720618e-06,0.0003704144257274391
83.75,-7.887272736089526e-07,5.8440711297596194e-06,0.0003660339009069004
83.75,-7.662258590989445e-07,7.055451342156904e-06,0.0003555542676219973
83.75,-7.39791738565118e-07,8.226529888923022e-06,0.0003386311781855311
83.76,-7.096132170600372e-07,9.335747383133405e-06,0.0003151671979582303
83.76,-6.759505687669747e-07,1.036143189425296e-05,0.00028531957855171546
83.76,-6.391343001837515e-07,1.1282644775076632e-05,0.00024949650495493137
83.77,-5.995606553446718e-07,1.208000492274365e-05,0.0002083424750483461
83.77,-5.576845235053359e-07,1.2736455855981148e-05,0.00016271354055002427
83.77,-5.140100205411111e-07,1.3237942968320907e-05,0.00011364379536625072
83.78,-4.690791125732107e-07,1.3573972933322409e-05,6.230449297492776e-05
83.78,-4.234587313032119e-07,1.373803212309841e-05,9.957510271509106e-06
83.78,-3.7772689314696116e-07,1.372784668830442e-05,-4.2095050174916965e-05
83.79,-3.3245837623087173e-07,1.3545473201266867e-05,-9.256299108366656e-05
83.79,-2.882105292777864e-07,1.3197215646644461e-05,-0.00014022001049569807
83.79,-2.4550978327932615e-07,1.2693371260487424e-05,-0.00018395311355627812
83.8,-2.0483940970363792e-07,1.2047815393197442e-05,-0.00022280754844828692
83.8,-1.666290179293118e-07,1.1277442295160462e-05,-0.000256024891351065
83.8,-1.3124621014652003e-07,1.0401486139234983e-05,-0.0002830725073091394
83.81,-9.89907158911129e-08,9.440752580281794e-06,-0.00030366252315529947
83.81,-7.009121389204409e-08,8.416796750550681e-06,-0.00031775918570041645
83.81,-4.470492047833148e-08,7.351087160156133e-06,-0.0003255737010538897
83.82,-2.291988719058537e-08,6.264197236433386e-06,-0.0003275465500123841
83.82,-4.759812806874514e-09,5.175065736963637e-06,-0.00032431789350679196
83.82,9.808955431939782e-09,4.100364651994547e-06,-0.00031668736901225463
83.83,2.0868671590168867e-08,3.054008005530945e-06,-0.00030556562294693985
83.83,2.854022315850823e-08,2.046826951055799e-06,-0.00029192015995846394
83.83,3.29725373743757e-08,1.086427156908459e-06,-0.00027671904751870206
83.84,3.4331977649201284e-08,1.7723275121757564e-07,-0.0002608759307175756
83.84,3.2792330686797845e-08,-6.792906497951957e-07,-0.0002452000878788059
83.84,2.852592984533012e-08,-1.4842534484740554e-06,-0.0002303549057051906
83.85,2.1696368246468538e-08,-2.2408305376146002e-06,-0.00021682761214509642
83.85,1.2453132320354657e-08,-2.953659947216911e-06,-0.00020491228765513538
83.85,9.283412049459405e-10,-3.6281969310115343e-06,-0.00019470735915007832
83.86,-1.2764379303430162e-08,-4.270071512846559e-06,-0.00018612726998561233
83.86,-2.8529015278084746e-08,-4.884495955361809e-06,-0.00017892737674288483
83.86,-4.628454532241331e-08,-5.4757641471466144e-06,-0.00017273956103357104
83.87,-6.596097049712582e-08,-6.046876059364418e-06,-0.00016711547741550038
83.87,-8.749446333682077e-08,-6.599309512544439e-06,-0.00016157358181164748
83.87,-1.1082214705762794e-07,-7.1329484242808366e-06,-0.00015564582330539922
83.88,-1.3587701204439976e-07,-7.646162902926237e-06,-0.0001489197839123235
83.88,-1.6258342853371478e-07,-8.136023222783696e-06,-0.00014107291703154478
83.88,-1.9085362686628917e-07,-8.598618626920687e-06,-0.00013189562521341463
83.89,-2.205853977197774e-07,-9.029442552691051e-06,-0.0001213017340904699
83.89,-2.5166112625557565e-07,-9.423801534135e-06,-0.00010932548283264352
83.89,-2.8394812908572576e-07,-9.777203539978246e-06,-9.610587550542703e-05
83.9,-3.173001253273682e-07,-1.0085685159292779e-05,-8.186024420370743e-05
83.9,-3.515595564707446e-07,-1.0346044214785659e-05,-6.685007282611158e-05
83.9,-3.865603854221333e-07,-1.0555955035057342e-05,-5.1342716542955115e-05
83.91,-4.2213096129349514e-07,-1.071395627816106e-05,-3.5573304983603584e-05
83.91,-4.580965378583366e-07,-1.0819315284138411e-05,-1.9710867474846194e-05
83.91,-4.942810800990851e-07,-1.087178627354129e-05,-3.832572534312247e-06
83.92,-5.305080805802787e-07,-1.0871291828141191e-05,1.2091051966919734e-05
83.92,-5.666002269035088e-07,-1.0817565898989219e-05,2.8197946462237425e-05
83.92,-6.023779016920791e-07,-1.0709802042350652e-05,4.47227632675424e-05
83.93,-6.376566434601276e-07,-1.0546351482125467e-05,6.197234407564467e-05
83.93,-6.722438352615392e-07,-1.032451187925588e-05,8.029043910995776e-05
83.93,-7.059350042801232e-07,-1.0040440014839803e-05,0.00010001485324543344
83.94,-7.385101973624838e-07,-9.689210284507128e-06,0.00012143103416460365
83.94,-7.697309354153303e-07,-9.265027034262028e-06,0.00014472669816637603
83.94,-7.993382386864976e-07,-8.76158363736615e-06,0.00016995186352503894
83.95,-8.270521550382974e-07,-8.172546697490782e-06,0.00019698859891986823
83.95,-8.525731184107259e-07,-7.492130315212763e-06,0.0002255337021549785
83.95,-8.755853233848766e-07,-6.715715352360988e-06,0.0002550966665896047
83.96,-8.957621362439015e-07,-5.840462075802774e-06,0.0002850137265178985
83.96,-9.127733878981445e-07,-4.865863012099792e-06,0.00031447746797198556
83.96,-9.26294224926317e-07,-3.794185706555064e-06,0.00034258011101767616
83.97,-9.360150471943084e-07,-2.6307626278529e-06,0.00036836708811989786
83.97,-9.416519479082855e-07,-1.384097249669347e-06,0.0003908968966386003
83.97,-9.429570045010003e-07,-6.576942355388565e-08,0.0004093023917684082
83.98,-9.39727753330043e-07,1.3098605548988438e-06,0.00042284847572433734
83.98,-9.318152198643501e-07,2.726133373818448e-06,0.0004309816228704393
83.98,-9.191299656977981e-07,4.1647269277654095e-06,0.0004333670582221749
83.99,-9.016457473201231e-07,5.60640377248435e-06,0.00042991070036912704
83.99,-8.794005480796306e-07,7.03181745298517e-06,0.00042076398068648503
83.99,-8.524949301978824e-07,8.422320503803083e-06,0.0004063113923148786
84.0,-8.21087842760472e-07,9.760717280170309e-06,0.0003871416403278112
84.0,-7.853901988204865e-07,1.1031909182547499e-05,0.00036400506328633183
84.0,-7.456566856291735e-07,1.2223389236313448e-05,0.00033776059480033316
84.01,-7.021763849582707e-07,1.3325554865489308e-05,0.00030931671172876714
84.01,-6.552628467843053e-07,1.4331822674272235e-05,0.00027957099899682605
84.01,-6.052442749936472e-07,1.5238544478153995e-05,0.000249352954693031
84.02,-5.524544484093169e-07,1.6044739045009202e-05,0.00021937442678480898
84.02,-4.972249182478808e-07,1.675166786339889e-05,0.0001901911356668063
84.02,-4.398789021432602e-07,1.7362294108046755e-05,0.00016217794315057424
84.03,-3.807271462384318e-07,1.788067161040798e-05,0.00013551905162307099
84.03,-3.2006586334298234e-07,1.831131387166527e-05,0.00011021345748848471
84.03,-2.581766899415128e-07,1.8658592952128424e-05,8.609444251996903e-05
84.04,-1.9532845145915772e-07,1.892621323700221e-05,6.286095142886717e-05
84.04,-1.3178039529680284e-07,1.9116797253542496e-05,4.011792079656848e-05
84.04,-6.778645356011352e-08,1.923161037042334e-05,1.7421950899522353e-05
84.05,-3.6000384411805207e-09,1.927043906184463e-05,-5.671432113259757e-06
84.05,6.052114448295171e-08,1.923162491762407e-05,-2.9562667608067342e-05
84.05,1.2431075702627877e-07,1.911224445604334e-05,-5.4568523032093855e-05
84.06,1.8749039600189323e-07,1.8908414204615677e-05,-8.089068474041039e-05
84.06,2.497674114141581e-07,1.861569204956336e-05,-0.0001085944630857454
84.06,3.108342087220444e-07,1.8229540202841733e-05,-0.00013759873610776012
84.07,3.703691466761763e-07,1.7745812254418453e-05,-0.00016767721616461534
84.07,4.2803901870923286e-07,1.7161227182660854e-05,-0.00019847030030548918
84.07,4.835029899184311e-07,1.647379615656265e-05,-0.00022950616893470675
84.08,5.364177611922051e-07,1.5683173096707e-05,-0.0002602289793178124
84.08,5.864436534965639e-07,1.4790907228523177e-05,-0.00029003189428801766
84.08,6.332512524063976e-07,1.3800583631810755e-05,-0.000318292400579511
84.09,6.765282276673548e-07,1.2717846317950439e-05,-0.0003444073205759867
84.09,7.159859444558389e-07,1.1550306562889238e-05,-0.0003678254701088677
84.09,7.513655095789781e-07,1.0307346174328547e-05,-0.0003880757639945014
84.1,7.824429436187689e-07,8.999831853741863e-06,-0.0004047895856060935
84.1,8.090332337375117e-07,7.63976075351461e-06,-0.00041771624399524404
84.1,8.309930965307415e-07,6.239860610331476e-06,-0.0004267311110196361
84.11,8.482223602835711e-07,4.813168785339636e-06,-0.0004318365218239667
84.11,8.606639559451118e-07,3.3726141292535047e-06,-0.00043315568346796463
84.11,8.683025818462285e-07,1.930624181576515e-06,-0.000430920548107874
84.12,8.711621747691492e-07,4.987771819121771e-07,-0.0004254544189553816
84.12,8.693023765376143e-07,-9.124847787782736e-07,-0.00041715076447929386
84.12,8.628142289960326e-07,-2.2940695865929385e-06,-0.0004064491514273082
84.13,8.518153599492364e-07,-3.638367760660758e-06,-0.0003938100388450903
84.13,8.364449378173793e-07,-4.939300833596768e-06,-0.00037968926541934915
84.13,8.168586737181165e-07,-6.1922858627683975e-06,-0.0003645139444415523
84.14,7.932241367722119e-07,-7.3941213757520215e-06,-0.0003486604999635484
84.14,7.657166228127067e-07,-8.542803046089325e-06,-0.0003324362347069708
84.14,7.345157795215048e-07,-9.637281405028638e-06,-0.000316065069530616
84.15,6.998031440012887e-07,-1.0677176227199479e-05,-0.0002996783337583237
84.15,6.617606936401616e-07,-1.166246486812609e-05,-0.0002833111364082529
84.15,6.205704502950315e-07,-1.259316324469049e-05,-0.0002669044240461991
84.16,5.764151142462736e-07,-1.346901861868763e-05,-0.00025031297093340316
84.16,5.294796404845556e-07,-1.4289233555689466e-05,-0.0002333188189464827
84.16,4.799536097143854e-07,-1.505223871001048e-05,-0.00021564954912793217
84.17,4.2803419334410154e-07,-1.5755529855104905e-05,-0.0001970005615375546
84.17,3.7392946892460554e-07,-1.639558131551109e-05,-0.00017705991753679941
84.17,3.1786181377337626e-07,-1.696784321317917e-05,-0.0001555343901760328
84.18,2.600710922225172e-07,-1.7466825088909422e-05,-0.00013217496314525676
84.18,2.008173579198869e-07,-1.78862626355286e-05,-0.00010680006798800143
84.18,1.4038281768851573e-07,-1.8219358594709326e-05,-7.931486881389331e-05
84.19,7.907284681628955e-08,-1.845908339843131e-05,-4.972510171713666e-05
84.19,1.7215905212996172e-08,-1.8598516441558972e-05,-1.8144313851170907e-05
84.19,-4.483772395450173e-08,-1.8631205370897722e-05,1.5206234025123578e-05
84.2,-1.0671837150280471e-07,-1.855151876662672e-05,5.00052043327089e-05
84.2,-1.6804051186994555e-07,-1.8354967497475012e-05,8.584586381714004e-05
84.2,-2.2840722410397052e-07,-1.803847189156085e-05,0.00012225706130576417
84.21,-2.874153562783944e-07,-1.7600555282944725e-05,0.0001587286435623757
84.21,-3.4466111531657516e-07,-1.7041450454397322e-05,0.00019473973224487916
84.21,-3.997457751095496e-07,-1.636311156129476e-05,0.00022978731565736487
84.22,-4.522811911472355e-07,-1.5569132259175284e-05,0.00026341302907810174
84.22,-5.018948305590932e-07,-1.4664578009661163e-05,0.0002952257997171604
84.22,-5.482340713581574e-07,-1.3655747970710902e-05,0.0003249184106306197
84.23,-5.909695904772251e-07,-1.2549887831055064e-05,0.00035227667594609857
84.23,-6.297977412998419e-07,-1.135487901267247e-05,0.0003771802735321571
84.23,-6.644419112109951e-07,-1.0078931982870612e-05,0.00039959531546599093
84.24,-6.946529399688493e-07,-8.730310691931839e-06,0.0004195592859587557
84.24,-7.202087621875235e-07,-7.317112358202733e-06,0.0004371598106607346
84.24,-7.409135042352148e-07,-5.847121484979158e-06,0.0004525092706084918
84.25,-7.56596310747311e-07,-4.327749900067039e-06,0.00046571773319272603
84.25,-7.67110194131998e-07,-2.766066211060855e-06,0.00047686686041445664
84.25,-7.723311896959002e-07,-1.1689092344592979e-06,0.000485987415531599
84.26,-7.721580598105067e-07,4.569285476660645e-07,0.0004930427100720709
84.26,-7.665127261171635e-07,2.104468781985313e-06,0.0004979197639857556
84.26,-7.553415248897968e-07,3.7662929300978986e-06,0.0005004292954416411
84.27,-7.386172850396136e-07,5.434295467485218e-06,0.0005003147667524586
84.27,-7.163421298796624e-07,7.099474293867083e-06,0.0004972699002767069
84.27,-6.885508123070997e-07,8.751785304509272e-06,0.000490963123838795
84.28,-6.553143174555837e-07,1.0380082520388425e-05,0.0004810669050773495
84.28,-6.16743414707823e-07,1.1972157725437774e-05,0.0004672891568738984
84.28,-5.729918179554459e-07,1.3514884163523367e-05,0.0004494038927189889
84.29,-5.24258621909569e-07,1.4994459269335496e-05,0.00042727810128880884
84.29,-4.707897229066483e-07,1.639673171522905e-05,0.0004008923018342307
84.29,-4.128780016155711e-07,1.770758997027278e-05,0.0003703526926499228
84.3,-3.508621363189302e-07,1.891338325164058e-05,0.00033589357646983083
84.3,-2.851240206618859e-07,2.0001342205416334e-05,0.0002978697595770692
84.3,-2.1608486901993142e-07,2.0959966286769597e-05,0.00025673939372707896
84.31,-1.442001957623944e-07,2.177934729276842e-05,0.00021303883355771927
84.31,-6.995394168512398e-08,2.2451404259411305e-05,0.00016735170144276015
84.31,6.147916686151859e-09,2.29700128211019e-05,0.00012027504788748987
84.32,8.358390722126372e-08,2.3331021839602813e-05,7.238559374332272e-05
84.32,1.6182338584866317e-07,2.353216033384252e-05,2.4209364613431283e-05
84.32,2.4033231345592063e-07,2.3572848146511133e-05,-2.3802728194882906e-05
84.33,3.1857822157536485e-07,2.3453932230440236e-05,-7.129088676896157e-05
84.33,3.960341924064248e-07,2.3177377617086514e-05,-0.00011799281075928002
84.33,4.721817842085433e-07,2.2745945707623784e-05,-0.0001637397577409066
84.34,5.465129439077534e-07,2.2162893720134047e-05,-0.00020844297481527734
84.34,6.185310541027889e-07,2.1431726316519344e-05,-0.0002520717881521605
84.34,6.877513513304374e-07,2.0556025239029865e-05,-0.00029462572284256826
84.35,7.537010178667695e-07,1.953937460450663e-05,-0.0003361033541050315
84.35,8.159192840383928e-07,1.8385390014721407e-05,-0.0003764711743744538
84.35,8.739578784474455e-07,1.7097848874575845e-05,-0.0004156355426282739
84.36,9.273821294827901e-07,1.5680909153489382e-05,-0.0004534207046022158
84.36,9.7577295640194e-07,1.413939457305729e-05,-0.0004895550206344815
84.36,1.0187298980264631e-06,1.2479117367831788e-05,-0.0005236671943943158
84.37,1.0558752199685099e-06,1.0707204987322544e-05,-0.0005552928572339668
84.37,1.0868590276739401e-06,8.832396353956503e-06,-0.0005838913479744688
84.37,1.1113652028848532e-06,6.865274905692805e-06,-0.0006088712319473306
84.38,1.129117885496765e-06,4.818410948512594e-06,-0.0006296225719983096
84.38,1.139888150254852e-06,2.7063932156193565e-06,-0.0006455530673974118
84.38,1.1435004847118384e-06,5.457391301792754e-07,-0.0006561251928324087
84.39,1.1398386651603084e-06,-1.6453167514833717e-06,-0.0006608909648535959
84.39,1.1288506517595706e-06,-3.8471459535056695e-06,-0.0006595216306911327
84.39,1.1105521801686677e-06,-6.039141869252017e-06,-0.0006518296919570657
84.4,1.085028809455247e-06,-8.20020123155406e-06,-0.0006377816512926071
84.4,1.0524362872677908e-06,-1.0309239555811557e-05,-0.000617500539851448
84.4,1.0129992040206421e-06,-1.2345706542290462e-05,-0.0005912582858864717
84.41,9.670080183748772e-07,-1.4290068327760313e-05,-0.0005594588282045931
84.41,9.148146369674289e-07,-1.6124227138810734e-05,-0.000522613657831843
84.41,8.568268137320337e-07,-1.7831855032285214e-05,-0.0004813120975790773
84.42,7.935016917009316e-07,-1.939862638397134e-05,-0.00043618896127632097
84.42,7.253388388002174e-07,-2.0812342739832548e-05,-0.0003878924111448869
84.42,6.528731275072834e-07,-2.2062952871842736e-05,-0.00033705463122903436
84.43,5.766677778251145e-07,-2.3142479344128863e-05,-0.00028426761949256537
84.43,4.973078278832233e-07,-2.404487005174678e-05,-0.0002300657787065064
84.43,4.153942227857883e-07,-2.476579823896047e-05,-0.0001749163192022868
84.44,3.3153862775997756e-07,-2.53024372115217e-05,-0.00011921768341861016
84.44,2.463589845691224e-07,-2.5653236044380568e-05,-6.330546677771716e-05
84.44,1.6047574880122546e-07,-2.5817720253189935e-05,-7.464611603350217e-06
84.45,7.450867742963163e-08,-2.5796336874289018e-05,4.805388446853208e-05
84.45,-1.0926013195196712e-08,-2.5590357259072244e-05,0.0001030138364731797
84.45,-9.521832517155853e-08,-2.520184376264534e-05,0.00015717459503707473
84.46,-1.77767201126031e-07,-2.463367908415063e-05,0.00021027369562953588
84.46,-2.579834776246043e-07,-2.3889650125198628e-05,0.00026201348909316453
84.46,-3.352932153091658e-07,-2.2974572148677564e-05,0.0003120528896084487
84.47,-4.0914149414991455e-07,-2.1894435190202682e-05,0.0003600054276374313
84.47,-4.789966957043022e-07,-2.0656551782592823e-05,0.00040544351546031605
84.47,-5.443552254992369e-07,-1.926968543820884e-05,0.0004479087411268711
84.48,-6.047465641183291e-07,-1.7744140682152605e-05,0.00048692712556054905
84.48,-6.597384814430455e-07,-1.60917992841737e-05,0.0005220279127841924
84.48,-7.089422098909732e-07,-1.432609229928044e-05,0.0005527642287827059
84.49,-7.520173521766597e-07,-1.2461903208806107e-05,0.0005787337843525654
84.49,-7.886762985625025e-07,-1.0515403515074473e-05,0.0005995978222182876
84.49,-8.18687947389621e-07,-8.503827936168805e-06,0.0006150967555446686
84.5,-8.418805581146891e-07,-6.445201125674665e-06,0.0006250614224201016
84.5,-8.581436142531873e-07,-4.3580312659260915e-06,0.0006294190741948103
84.5,-8.674286297746502e-07,-2.260988113383646e-06,0.0006281940679042518
84.51,-8.697488909785269e-07,-1.7258306586069318e-07,0.0006215033627814902
84.51,-8.651781815093327e-07,1.8891321427219238e-06,0.0006095476776903928
84.51,-8.53848586026982e-07,3.906834476920663e-06,0.0005925992940409589
84.52,-8.359475043733258e-07,5.864156286622041e-06,0.0005709878297748576
84.52,-8.117140308572075e-07,7.745863916435824e-06,0.000545085224468621
84.52,-7.814348612792033e-07,9.537986871345037e-06,0.0005152914515438699
84.53,-7.454398843517327e-07,1.1227900591583065e-05,0.00048202171272003345
84.53,-7.040975966507019e-07,1.28043687218715e-05,0.00044569624789860375
84.53,-6.578104539587184e-07,1.425755370218053e-05,0.00040673289134487034
84.54,-6.070102409980148e-07,1.5579005047634095e-05,0.0003655426301216571
84.54,-5.521535099836109e-07,1.6761635001136526e-05,0.00032252777605688577
84.54,-4.937171101299575e-07,1.7799689723972502e-05,0.0002780820954098872
84.55,-4.3219380851683415e-07,1.8688721996091834e-05,0.0002325922314939226
84.55,-3.680879894176316e-07,1.942556886291747e-05,0.00018643937263532456
84.55,-3.019114156131356e-07,2.000833442966497e-05,0.00014000042530861798
84.56,-2.3417904084264564e-07,2.043637549775778e-05,9.364790524544534e-05
84.56,-1.654048758157391e-07,2.0710285405894363e-05,4.7748109690457534e-05
84.56,-9.60979286452994e-08,2.083187018055272e-05,2.657371960318591e-06
84.57,-2.6758260859344827e-08,2.0804110741155754e-05,-4.1283436637063295e-05
84.57,4.2126781160641966e-08,2.0631105690396335e-05,-8.375571036396348e-05
84.57,1.1008608574309344e-07,2.0317990945129104e-05,-0.00012447048968308751
84.58,1.7666796689252003e-07,1.9870835006698288e-05,-0.00016317555203786445
84.58,2.4144295053357017e-07,1.929651163534594e-05,-0.00019966125460975124
84.58,3.040060935084022e-07,1.8602554807267527e-05,-0.00023376426686536395
84.59,3.639787958406641e-07,1.779700358416751e-05,-0.000265368477912693
84.59,4.2101009731974823e-07,1.6888246653241785e-05,-0.0002944026699201718
84.59,4.747774844543682e-07,1.5884877376820877e-05,-0.00032083488626900804
84.6,5.249872695167811e-07,1.4795570112796019e-05,-0.00034466380216176707
84.6,5.713746356217308e-07,1.3628987216216043e-05,-0.0003659077953988076
84.6,6.137034665243919e-07,1.2393723562688145e-05,-0.0003845927078931702
84.61,6.51766093665478e-07,1.1098291921271853e-05,-0.0004007395417436466
84.61,6.8538309352113e-07,9.751148299184343e-06,-0.00041435340485135335
84.61,7.144032544737097e-07,8.360752010050092e-06,-0.00042541500582495435
84.62,7.387038046774782e-07,6.9356510599315854e-06,-0.00043387578793368245
84.62,7.581909527949449e-07,5.484580063551691e-06,-0.00043965749102121065
84.62,7.728007454838927e-07,4.01655563455007e-06,-0.00044265649692260526
84.63,7.825001937147898e-07,2.5409534134017594e-06,-0.00044275282801454634
84.63,7.872885696692796e-07,1.0675517429371748e-06,-0.00043982317443512595
84.63,7.871987325564113e-07,-3.9347051235576643e-07,-0.0004337568398751436
84.64,7.822983101914803e-07,-1.8315905257025041e-06,-0.00042447315859902077
84.64,7.726905476522689e-07,-3.2360558989889594e-06,-0.000411938642259993
84.64,7.585146373956621e-07,-4.596054513634097e-06,-0.0003961820913520331
84.65,7.399453676744491e-07,-5.900931633373226e-06,-0.00037730596313586873
84.65,7.171919668510459e-07,-7.140440608407947e-06,-0.00035549258949301604
84.65,6.904960771346532e-07,-8.305009229870656e-06,-0.00033100430373746235
84.66,6.601288576775986e-07,-9.386001027694217e-06,-0.0003041769922680183
84.66,6.263872878394097e-07,-1.0375949846622013e-05,-0.00027540737338598866
84.66,5.895898098197127e-07,-1.1268747434533937e-05,-0.00024513477563231704
84.67,5.500715092043894e-07,-1.2059766883719638e-05,-0.0002138188263279386
84.67,5.081790758502082e-07,-1.2745909936437065e-05,-0.00018191502311295252
84.67,4.6426581108950635e-07,-1.3325572731844837e-05,-0.00014985014899685067
84.68,4.186869474862114e-07,-1.379853155315674e-05,-0.00011800002749318837
84.68,3.7179552310457675e-07,-1.4165757936468794e-05,-8.667149123923386e-05
84.68,3.239390052291326e-07,-1.4429178809285257e-05,-5.6090511788658755e-05
84.69,2.7545679239893517e-07,-1.4591403104439447e-05,-2.6397580715132057e-05
84.69,2.2667864408500144e-07,-1.4655439618111423e-05,2.3489407801898347e-06
84.69,1.7792400169190207e-07,-1.4624432403973014e-05,3.016182734241781e-05
84.7,1.295020809430282e-07,-1.4501438520237925e-05,5.710714956553663e-05
84.7,8.171254220732324e-08,-1.4289269513840297e-05,8.328130914540032e-05
84.7,3.484648913702918e-08,-1.399041206452581e-05,0.00010878494154429868
84.71,-1.0812486866380089e-08,-1.3607035984182113e-05,0.00013369638173056558
84.71,-5.4987504680309636e-08,-1.314108907692581e-05,0.0001580470340723111
84.71,-9.740810003108768e-08,-1.2594470226745157e-05,0.0001818013896077324
84.72,-1.3781065743258946e-07,-1.1969263660309382e-05,0.00020484356404860542
84.72,-1.759397126003473e-07,-1.1268011307896063e-05,0.00022697196603708663
84.72,-2.115501824973422e-07,-1.049399553596129e-05,0.0002479028464064119
84.73,-2.444104838988566e-07,-9.651502745088005e-06,0.00026728261194048004
84.73,-2.7430640581105555e-07,-8.746039264591994e-06,0.0002847081280947307
84.73,-3.0104551531632614e-07,-7.784474461580586e-06,0.00029975315347314016
84.74,-3.2446180872536617e-07,-6.775092304227916e-06,0.0003119988913158878
84.74,-3.4442027673429874e-07,-5.727540103709723e-06,0.00032106572062073343
84.74,-3.608210382089675e-07,-4.652672659776522e-06,0.000326643518388287
84.75,-3.736027137258858e-07,-3.5622989192517752e-06,0.0003285176773532978
84.75,-3.8274475617136413e-07,-2.4688474120996276e-06,0.0003265885196882277
84.75,-3.8826852725525843e-07,-1.3849738477953239e-06,0.00032088246351573283
84.76,-3.9023699936800416e-07,-3.231394129627666e-07,0.0003115536818437646
