Tiempo [s],u [m],v [m/s],a [m/s²]
122.6,3.7251543509957186e-07,4.214541481305712e-06,-0.00016561892205254708
122.6,3.851649436979403e-07,3.6568360413262877e-06,-0.00017238963082148539
122.6,3.959011937424299e-07,3.077216329099334e-06,-0.00017837462606439002
122.61,4.0465833104227367e-07,2.4784951249091524e-06,-0.0001833414262049113
122.61,4.1138172472659304e-07,1.8642331587481284e-06,-0.00018708993649807943
122.61,4.160301364352117e-07,1.238614928693943e-06,-0.00018947191962296196
122.62,4.1857732665221396e-07,6.062636182690149e-07,-0.00019040566511171165
122.62,4.190129405503077e-07,-2.798727480251627e-08,-0.00018988392737520423
122.62,4.173425863376572e-07,-6.5934280282894e-07,-0.00018797470321067316
122.63,4.135870987524466e-07,-1.2832916717072306e-06,-0.00018481438646621338
122.63,4.0778106155539257e-07,-1.895822837047318e-06,-0.00018059409513558714
122.63,3.9997073776573687e-07,-2.4935917870034323e-06,-0.000175540314134109
122.64,3.9021161724752324e-07,-3.0740192061431927e-06,-0.00016989182423217012
122.64,3.7856583211206797e-07,-3.6353114046891384e-06,-0.00016387503371996932
122.64,3.6509970682349713e-07,-4.1763993506566105e-06,-0.00015768030690806254
122.65,3.4988169997150473e-07,-4.696801443457062e-06,-0.00015144146840213787
122.65,3.3298095911107476e-07,-5.196422514070525e-06,-0.00014522076217665834
122.65,3.144666517604539e-07,-5.675308443508228e-06,-0.00013900071631254204
122.66,2.944081601088418e-07,-6.133380270561477e-06,-0.00013268393593244917
122.66,2.728761413018438e-07,-6.5701743459697695e-06,-0.00012610098009658647
122.66,2.4994436734266806e-07,-6.984615011824349e-06,-0.00011902576139018145
122.67,2.2569217723079804e-07,-7.3748437633536775e-06,-0.00011119712600609156
122.67,2.00207306808863e-07,-7.738123919891871e-06,-0.00010234472449879803
122.67,1.7358881542283707e-07,-8.070833139851707e-06,-9.22168123072782e-05
122.68,1.459498076019864e-07,-8.368548081895068e-06,-8.060742360167066e-05
122.68,1.1741965480340929e-07,-8.626217030402371e-06,-6.738040688139341e-05
122.68,8.81454564623315e-08,-8.838408133370367e-06,-5.248805307708284e-05
122.69,5.829253821958874e-08,-8.999613772620747e-06,-3.5982570004553955e-05
122.69,2.8043863024428505e-08,-9.104586263187344e-06,-1.8019254009877867e-05
122.69,-2.4016791855637496e-09,-9.148676923151079e-06,1.148980429349135e-06
122.7,-3.283204353302126e-08,-9.128150033455955e-06,2.1185321524659874e-05
122.7,-6.302571482904559e-08,-9.040445177743895e-06,4.1689841680009794e-05
122.7,-9.275607883648938e-08,-8.884365914901588e-06,6.222555371019e-05
122.71,-1.21796196965581e-07,-8.660179095219746e-06,8.234746982970421e-05
122.71,-1.4992366858309624e-07,-8.369616928623297e-06,0.00010163212217817043
122.71,-1.7692525994922135e-07,-8.0157823725498e-06,0.00011970501764354661
122.72,-2.0260100132239319e-07,-7.602966703350024e-06,0.00013626365314522236
122.72,-2.2676750179294148e-07,-7.136395655568152e-06,0.0001510941883124248
122.72,-2.492603003466779e-07,-6.621926397081047e-06,0.00016408042440656375
122.73,-2.699351551446431e-07,-6.065721511571211e-06,0.00017520445874838502
122.73,-2.8866826343881103e-07,-5.473927644020743e-06,0.00018453912581239146
122.73,-3.05355493770945e-07,-4.8523854848040305e-06,0.00019223306763246353
122.74,-3.1991079222735314e-07,-4.206394427837151e-06,0.00019848991372978795
122.74,-3.3226398858338277e-07,-3.540549887598321e-06,0.0002035435507008863
122.74,-3.423582707720449e-07,-2.858664405066963e-06,0.00020763176677086135
122.75,-3.5014761388349456e-07,-2.1637759698598358e-06,0.00021097065871767095
122.75,-3.5559444176520717e-07,-1.4582391279933613e-06,0.00021373206836731713
122.75,-3.5866776651082145e-07,-7.438871513799804e-07,0.00021602599904413052
122.76,-3.593419971466917e-07,-2.2247450062561792e-08,0.00021788947494676448
122.76,-3.575965389169316e-07,7.052119644293658e-07,0.00021928270168131484
122.76,-3.5341622530685316e-07,1.4368294580536713e-06,0.0002200927154598501
122.77,-3.467925435943405e-07,2.1705147569210543e-06,0.0002201440399302427
122.77,-3.37725538564079e-07,2.9035543791715613e-06,0.00021921525473047292
122.77,-3.2622621470223124e-07,3.6324758980011744e-06,0.00021705988719198705
122.78,-3.1231921013488166e-07,4.3529838283032216e-06,0.00021342968555058408
122.78,-2.9604548955108345e-07,5.0599733256351345e-06,0.00020809817408589797
122.78,-2.774648001524569e-07,5.747620907525796e-06,0.00020088241449356465
122.79,-2.5665765400414753e-07,6.409544667520188e-06,0.00019166111303715942
122.79,-2.3372663974229515e-07,7.039020557482872e-06,0.00018038758098981648
122.79,-2.087969225577812e-07,7.629236705037098e-06,0.00016709649546318826
122.8,-1.8201585813174705e-07,8.173564862006627e-06,0.00015190417411979916
122.8,-1.53551717843028e-07,8.66582725171589e-06,0.00013500222966707166
122.8,-1.235915926774031e-07,9.100537670474296e-06,0.00011664571140227417
122.81,-9.233860553269565e-08,9.473099086732657e-06,9.713647779442811e-05
122.81,-6.000861122905998e-08,9.779943473312699e-06,7.680375843987655e-05
122.81,-2.682659622851181e-08,1.0018605696242893e-05,5.598333613862429e-05
122.82,6.976996208273353e-09,1.0187728535300502e-05,3.4997358728979495e-05
122.82,4.1169795548474415e-08,1.0287002265539491e-05,1.4136376782021356e-05
122.82,7.552069280486918e-08,1.0317047476088744e-05,-6.354884744106311e-06
122.83,1.0980253323388419e-07,1.0279254377315718e-05,-2.6287055418310726e-05
122.83,1.4379420890415286e-07,1.0175594821250877e-05,-4.553027667488788e-05
122.83,1.7728210539178722e-07,1.0008425075190368e-05,-6.40128259824184e-05
122.84,2.1006091627065167e-07,9.780297306759936e-06,-8.17147905856608e-05
122.84,2.4193389420141897e-07,9.49379583546544e-06,-9.865732650175166e-05
122.84,2.727126541449027e-07,9.151411720840358e-06,-0.00011488887762423404
122.85,3.022166780716291e-07,8.755464695417315e-06,-0.000130469704633259
122.85,3.302726891208806e-07,8.308076892154706e-06,-0.0001454561449310381
122.85,3.567140658964182e-07,7.811198002160888e-06,-0.0001598861164904785
122.86,3.8138045419228526e-07,7.2666765838356485e-06,-0.0001737672246193879
122.86,4.0411770585907964e-07,6.676368116023129e-06,-0.00018706834886274154
122.86,4.2477823605809336e-07,6.042267525263789e-06,-0.00019971551338278907
122.87,4.432218444283338e-07,5.366651800982133e-06,-0.00021159217029817736
122.87,4.593169968703338e-07,4.652217944380374e-06,-0.00022254394921837216
122.87,4.729425175361919e-07,3.902202072337281e-06,-0.00023238702262973505
122.88,4.839895992400586e-07,3.1204679723668016e-06,-0.0002409196684584007
122.88,4.923640081103766e-07,2.311555739661989e-06,-0.00024793548386989003
122.88,4.97988337873986e-07,1.4806856551496578e-06,-0.0002532374546468925
122.89,5.008041616093129e-07,6.337157017376283e-07,-0.0002566513812139186
122.89,5.007739344977602e-07,-2.2294432456588987e-07,-0.0002580376867065821
122.89,4.978825190879568e-07,-1.0824559008324855e-06,-0.00025730062951450044
122.9,4.921382325791323e-07,-1.9377028485682726e-06,-0.00025439424785546897
122.9,4.835733509407879e-07,-2.7814592366060435e-06,-0.0002493247238938948
122.9,4.7224404371915077e-07,-3.6065621451356554e-06,-0.00024214912475023335
122.91,4.582297526729322e-07,-4.406077467721556e-06,-0.0002329708250588826
122.91,4.416320634742566e-07,-5.173448177185597e-06,-0.00022193219593696472
122.91,4.225731495729111e-07,-5.90261658405872e-06,-0.00020920532916673325
122.92,4.011938887398921e-07,-6.588114802923128e-06,-0.00019498171412440533
122.92,3.776517643732338e-07,-7.225120721153969e-06,-0.0001794618098811843
122.92,3.5211866495800827e-07,-7.809479862744464e-06,-0.0001628454030083253
122.93,3.2477868668304776e-07,-8.337696406125397e-06,-0.00014532351896243609
122.93,2.958260275463184e-07,-8.806898997061439e-06,-0.0001270724420276786
122.93,2.654630384542797e-07,-9.21478866708223e-06,-0.0001082501821350849
122.94,2.3389847038784747e-07,-9.559577069194982e-06,-8.899545514470723e-05
122.94,2.0134592944690744e-07,-9.83992326456649e-06,-6.94290031628043e-05
122.94,1.6802252617771124e-07,-1.0054876537934348e-05,-4.9656868063893736e-05
122.95,1.3414768437817518e-07,-1.0203831282181058e-05,-2.977505391725682e-05
122.95,9.994205941674152e-08,-1.0286498029627871e-05,-9.874915767294843e-06
122.95,6.562650808382856e-08,-1.0302892482912374e-05,9.95140721127818e-06
122.96,3.142105149577435e-08,-1.0253342126870198e-05,2.9606193978183143e-05
122.96,-2.456220764101787e-09,-1.0138507855509711e-05,4.898251672528049e-05
122.96,-3.5790344389608165e-08,-9.959416358309906e-06,6.796220439816616e-05
122.97,-6.837079398599944e-08,-9.717497784341975e-06,8.641561874417236e-05
122.97,-9.999291905067695e-08,-9.414622632803315e-06,0.00010420325447329453
122.97,-1.304594849642689e-07,-9.053131922657605e-06,0.00012117900384652107
122.98,-1.595822836632755e-07,-8.63585537660941e-06,0.00013719474570661363
122.98,-1.8718376432333594e-07,-8.166113600096472e-06,0.00015210578436077529
122.98,-2.1309862507771806e-07,-7.647701859455726e-06,0.00016577661391985413
122.99,-2.371753033252789e-07,-7.084854855153534e-06,0.00017808643119921348
122.99,-2.5927730477851464e-07,-6.482193749737047e-06,0.00018893389134658656
122.99,-2.7928431962014394e-07,-5.8446583373827345e-06,0.000198240671038436
123.0,-2.970930870181178e-07,-5.177428582108217e-06,0.00020595353649240195
123.0,-3.126179853952124e-07,-4.485840620819216e-06,0.0002120447816265273
123.0,-3.257913435068615e-07,-3.7753026406651406e-06,0.00021651106441118124
123.01,-3.365634847800995e-07,-3.0512158270946987e-06,0.0002193708129744522
123.01,-3.4490253277373336e-07,-2.3189048618180573e-06,0.00022066054740035594
123.01,-3.507940175136656e-07,-1.5835612505324076e-06,0.00022043051862113394
123.02,-3.542403297881964e-07,-8.502013451819277e-07,0.00021874015830253743
123.02,-3.552600726550591e-07,-1.2363929924673404e-07,0.00021565380955669298
123.02,-3.5388735638226077e-07,5.91526344372237e-07,0.00021123717569159373
123.03,-3.50171075316087e-07,1.2909151158269668e-06,0.00020555483439553947
123.03,-3.441741937421062e-07,1.970359848909591e-06,0.00019866901692171433
123.03,-3.3597305408201335e-07,2.6258989629555124e-06,0.0001906397321141988
123.04,-3.256567063344641e-07,3.2537701930025774e-06,0.0001815261322368651
123.04,-3.133262442247338e-07,3.850409715334999e-06,0.0001713888899471282
123.04,-2.9909412265581276e-07,4.41245973786316e-06,0.00016029322517575214
123.05,-2.830834240584991e-07,4.936786352821694e-06,0.00014831213926696046
123.05,-2.65427039012074e-07,5.420507950707099e-06,0.00013552938604305514
123.05,-2.462667294590083e-07,5.861032917948955e-06,0.00012204169908871754
123.06,-2.2575205080406076e-07,6.256103827654898e-06,0.00010795990158507342
123.06,-2.0403912142702095e-07,6.603844140370069e-06,9.340858882428894e-05
123.06,-1.812892434876979e-07,6.902802551823496e-06,7.8524257050645e-05
123.07,-1.5766739577027713e-07,7.151989821810618e-06,6.345189430246422e-05
123.07,-1.3334063590536655e-07,7.350903119915724e-06,4.8340228097148796e-05
123.07,-1.0847646379685297e-07,7.499533703803194e-06,3.333598146254528e-05
123.08,-8.324120875549552e-08,7.598355020556401e-06,1.857761250464939e-05
123.08,-5.779850831885179e-08,7.648289983755335e-06,4.1891065958395e-06
123.08,-3.230794614604819e-08,7.650658077855162e-06,-9.725607423953298e-06
123.09,-6.923909374800238e-09,7.607104866357571e-06,-2.308702129528898e-05
123.09,1.8205287321164545e-08,7.519518344998214e-06,-3.5842741172673284e-05
123.09,4.2937982034860446e-08,7.389938004955437e-06,-4.796815409694142e-05
123.1,6.713944335034524e-08,7.220463503938634e-06,-5.946489912246047e-05
123.1,9.068186238251687e-08,7.013170234914459e-06,-7.035717677172034e-05
123.1,1.134440994726302e-07,6.770038798292333e-06,-8.068613652366242e-05
123.11,1.353112467381636e-07,6.49290443533421e-06,-9.050276088428473e-05
123.11,1.5617408392242295e-07,6.183430948024384e-06,-9.985982942851093e-05
123.11,1.7592851491925952e-07,5.843111598237865e-06,-0.00010880365152266116
123.12,1.9447507481142694e-07,5.473297151227246e-06,-0.00011736629498119683
123.12,2.117185917913819e-07,5.075248816467413e-06,-0.00012555902327295393
123.12,2.2756807517381388e-07,4.650211544156819e-06,-0.0001333675571193214
123.13,2.4193688083869123e-07,4.199501203025045e-06,-0.00014074963213543795
123.13,2.5474318050578366e-07,3.7245977650573388e-06,-0.0001476351176076307
123.13,2.6591073337305077e-07,3.2272359156553843e-06,-0.00015392874963702512
123.14,2.7536993030478836e-07,2.7094845409285653e-06,-0.00015951527914950288
123.14,2.8305905450743124e-07,2.1738073839690286e-06,-0.00016426662508084802
123.14,2.8892568087344945e-07,1.6230986842828057e-06,-0.0001680504350281643
123.15,2.9292812092203155e-07,1.0606897229456488e-06,-0.00017073931641913028
123.15,2.950368129667868e-07,4.90324698069385e-07,-0.00017221994662440705
123.15,2.9523555850932967e-07,-8.389299918617865e-08,-0.0001724012619588049
123.16,2.935225157989585e-07,-6.575804589397665e-07,-0.0001712210310777847
123.16,2.899108791052599e-07,-1.226175016523884e-06,-0.00016865024231372289
123.16,2.844291959090518e-07,-1.7850465330762541e-06,-0.00016469496165160002
123.17,2.771213017151472e-07,-2.3296136572845976e-06,-0.000159395536185012
123.17,2.6804588095531304e-07,-2.8554553345192308e-06,-0.00015282328061463484
123.17,2.572756897875883e-07,-3.358409476653706e-06,-0.00014507501058149696
123.18,2.4489649995117854e-07,-3.834652089818996e-06,-0.00013626599219200374
123.18,2.3100584003868638e-07,-4.280752173793832e-06,-0.0001265220194119419
123.18,2.157116200350464e-07,-4.693700139813564e-06,-0.00011597140399291012
123.19,1.9913072595075668e-07,-5.070910107216831e-06,-0.00010473766030453736
123.19,1.8138766388569836e-07,-5.410198978297666e-06,-9.293358468980327e-05
123.19,1.626133177894502e-07,-5.7097473954921895e-06,-8.06572762048354e-05
123.2,1.4294386418189225e-07,-5.9680493372502356e-06,-6.799044082411032e-05
123.2,1.225198624075414e-07,-6.183858044763505e-06,-5.499907585354199e-05
123.2,1.0148551324645858e-07,-6.356136085348312e-06,-4.173638067575711e-05
123.21,7.998805461025085e-08,-6.484016652546691e-06,-2.8247508573662295e-05
123.21,5.8177243194673966e-08,-6.56678173900507e-06,-1.4575558588858265e-05
123.21,3.620485749257263e-08,-6.603860721590502e-06,-7.680946266773563e-07
123.22,1.422415194633358e-08,-6.5948504521225915e-06,1.311660512515459e-05
123.22,-7.610805041217146e-09,-6.539555307683285e-06,2.7004344963749383e-05
123.22,-2.9145965230903213e-08,-6.4380431671308204e-06,4.0801509928113784e-05
123.23,-5.022834427074449e-08,-6.29071120904435e-06,5.439378531347767e-05
123.23,-7.070728853852397e-08,-6.098353914488571e-06,6.764735234481687e-05
123.23,-9.043595174531232e-08,-5.862224998893893e-06,8.041258621621773e-05
123.24,-1.0927294094188163e-07,-5.584085151213185e-06,9.25299932375473e-05
123.24,-1.2708406733549983e-07,-5.266228529406629e-06,0.00010383789179573471
123.24,-1.4374411850553724e-07,-4.911482779281763e-06,0.00011418114143847223
123.25,-1.591385573483356e-07,-4.5231797790387126e-06,0.0001234200847700139
123.25,-1.7316505082051118e-07,-4.105097127229111e-06,0.0001314388296604813
123.25,-1.8573473879399782e-07,-3.661373274450874e-06,0.0001381520301287289
123.26,-1.9677316961853383e-07,-3.1964018848641456e-06,0.0001435094679034659
123.26,-2.0622085290457554e-07,-2.7147131843733908e-06,0.00014749792373745514
123.26,-2.1403340937407277e-07,-2.220851521580836e-06,0.00015014010813841117
123.27,-2.201813295302536e-07,-1.7192589045699863e-06,0.00015149069818161777
123.27,-2.246493841678403e-07,-1.2141738557122381e-06,0.00015162984544795906
123.27,-2.2743575719466947e-07,-7.095535151570958e-07,0.000150654753794961
123.28,-2.2855099196476657e-07,-2.0902471280500634e-07,0.0001486701838713292
123.28,-2.280168540274853e-07,2.8413319396221607e-07,0.00014577882067169095
123.28,-2.2586521451688828e-07,7.669741011709006e-07,0.0001420725132236602
123.29,-2.2213704893053567e-07,1.2368432411777467e-06,0.00013762531797240936
123.29,-2.1688162650716494e-07,1.6913142058329578e-06,0.00013248909692098744
123.29,-2.1015593765528939e-07,2.1281138630015166e-06,0.00012669219524198079
123.3,-2.0202437361016708e-07,2.545045586076357e-06,0.0001202413840332018
123.3,-1.9255863708400794e-07,2.9399215749838717e-06,0.00011312694183929155
123.3,-1.8183782885159695e-07,3.310514310171582e-06,0.00010533036966100853
123.31,-1.699486267107722e-07,3.65453526933277e-06,9.683396120532018e-05
123.31,-1.5698545331987906e-07,3.969646239522945e-06,8.763120659766935e-05
123.31,-1.4305052055013364e-07,4.253505032441765e-06,7.773686503563618e-05
123.32,-1.2825364168131897e-07,4.5038435252992315e-06,6.719553752150125e-05
123.32,-1.1271171921505065e-07,4.718572119471039e-06,5.608765000531575e-05
123.32,-9.654784417493241e-08,4.895901280362303e-06,4.4532001401755997e-05
123.33,-7.988998012628195e-08,5.034468244859897e-06,3.2684320644658205e-05
123.33,-6.286924835682574e-08,5.133455470563546e-06,2.0731685659871452e-05
123.33,-4.56178754999255e-08,5.192687252149638e-06,8.883067011087994e-06
123.34,-2.826690677621812e-08,5.212692155536743e-06,-2.6433216675722903e-06
123.34,-1.0943822468442155e-08,5.194721506615724e-06,-1.3634809481485972e-05
123.34,6.229781759556627e-09,5.140717916489066e-06,-2.3899867022942546e-05
123.35,2.3140281538693216e-08,5.053232380987921e-06,-3.328302098357858e-05
123.35,3.968371595436828e-08,4.935293497006203e-06,-4.16775701253477e-05
123.35,5.576694772131451e-08,4.790237270423724e-06,-4.9034727451519526e-05
123.36,7.130819291140332e-08,4.621510363553984e-06,-5.5368066257849375e-05
123.36,8.623687280988427e-08,4.432463028670434e-06,-6.075255868248507e-05
123.36,1.004927992247672e-07,4.226149945197e-06,-6.531797566098746e-05
123.37,1.1402476578561723e-07,4.005157516605371e-06,-6.923693541936764e-05
123.37,1.2678867571021153e-07,3.7714747703918505e-06,-7.270843430974227e-05
123.37,1.38745385440589e-07,3.5264218432182096e-06,-7.593815212008761e-05
123.38,1.4985847835838234e-07,3.2706454169456044e-06,-7.911719508902827e-05
123.38,1.6009219946079882e-07,3.0041847209775087e-06,-8.240118730722942e-05
