t,u (m),v (m/s),a (m/s2)
72.56,-2.6123684113749023e-07,1.7196825142726715e-05,0.0002497568606441422
72.56,-2.027010266528735e-07,1.7936289062477377e-05,0.00013808594807999334
72.57,-1.4232521803963351e-07,1.8301120862735256e-05,2.3540230376254865e-05
72.57,-8.136918427303899e-08,1.8284391802224728e-05,-9.069555981200772e-05
72.57,-2.1098252839423215e-08,1.788970589412766e-05,-0.00020153631757498458
72.58,3.7251069976493303e-08,1.7130773953270203e-05,-0.000306109198042894
72.58,9.250345405799098e-08,1.6030623312606174e-05,-0.0004018529162601763
72.58,1.4357394158070912e-07,1.462049099501642e-05,-0.00048659970110940956
72.59,1.894930299765081e-07,1.2938460541207582e-05,-0.0005586370461600403
72.59,2.2942690218180707e-07,1.1027911269550793e-05,-0.0006167475387502349
72.59,2.626923028317614e-07,8.93585416081024e-06,-0.0006602254228468502
72.6,2.8876581090862914e-07,6.711231478446456e-06,-0.0006888704277673244
72.6,3.0728751329069665e-07,4.403255386033058e-06,-0.0007029594854870425
72.6,3.1805932854572594e-07,2.0598574064207037e-06,-0.0007031985686465959
72.61,3.2103845675178423e-07,-2.7368721583262727e-07,-0.0006906572926515049
72.61,3.163266281613146e-07,-2.5559059691798458e-06,-0.0006666900900050776
72.61,3.0415598298684153e-07,-4.750004928160768e-06,-0.0006328479654027499
72.62,2.848725288164882e-07,-6.8244467815524955e-06,-0.0005907858406082587
72.62,2.589181852767174e-07,-8.753220406199648e-06,-0.0005421703747134046
72.62,2.2681243338659578e-07,-1.0515807888974925e-05,-0.0004885934411862102
72.63,1.891345388823788e-07,-1.20968720133769e-05,-0.00043149625435679514
72.63,1.4650721546571588e-07,-1.3485703265088588e-05,-0.0003721084127691575
72.63,9.958244074042903e-08,-1.4675479261876705e-05,-0.0003114056783787136
72.64,4.902994212715302e-08,-1.5662401127307524e-05,-0.0002500889715685131
72.64,-4.471356979600548e-09,-1.6444778624803417e-05,-0.0001885858985214415
72.64,-6.023888502253114e-08,-1.702213906906508e-05,-0.00012707470193683702
72.65,-1.1758916506760315e-07,-1.7394433252544148e-05,-6.552882691835803e-05
72.65,-1.7583818575563221e-07,-1.7561404585939285e-05,-3.779080100166062e-06
72.65,-2.3430003480563733e-07,-1.7522176149725515e-05,5.8411354542885204e-05
72.66,-2.922845841718097e-07,-1.7275093875298085e-05,0.00012126460764854611
72.66,-3.4909511106517825e-07,-1.681784479417323e-05,0.00018490496700361559
72.66,-4.0402676601628444e-07,-1.614784762057075e-05,0.00024928154994039613
72.67,-4.563667530201814e-07,-1.526289071521386e-05,0.00031410342874470796
72.67,-5.05396968229342e-07,-1.4161971144188821e-05,0.00037879294040733824
72.67,-5.503996591692342e-07,-1.2846270315404914e-05,0.0004424618642813701
72.68,-5.906664278745113e-07,-1.1320187397307092e-05,0.0005039135504205472
72.68,-6.255106246140993e-07,-9.592343074217141e-06,0.0005616721306030111
72.68,-6.542828841366817e-07,-7.676464039385755e-06,0.0006140379999789627
72.69,-6.763892656077413e-07,-5.592063142414784e-06,0.0006591665868354904
72.69,-6.913111931003841e-07,-3.364841506876429e-06,0.0006951656790004379
72.69,-6.986261769345666e-07,-1.026756177742043e-06,0.0007202048087807048
72.7,-6.980281452474346e-07,1.3842808829325326e-06,0.000732629480152924
72.7,-6.893461429354708e-07,3.8250817227804015e-06,0.0007310719940531779
72.7,-6.725601691439428e-07,6.248221499185485e-06,0.0007145511803693784
72.71,-6.478130257334056e-07,8.603394706615793e-06,0.0006825537546153177
72.71,-6.154172309808718e-07,1.0839022339577896e-05,0.0006350913705950182
72.71,-5.758563035259248e-07,1.2904025543049196e-05,0.0005727292473439317
72.72,-5.297800229246603e-07,1.47496691843551e-05,0.0004965841940228041
72.72,-4.779936035182304e-07,1.6331373463986448e-05,0.0004082921819719002
72.72,-4.214410537537153e-07,1.7610393966096734e-05,0.0003099477561949687
72.73,-3.611833094459157e-07,1.8555279743326917e-05,0.0002040194421525967
72.73,-2.983720049327358e-07,1.914303437630427e-05,9.324709506076912e-05
72.73,-2.342199618733167e-07,1.935992549876945e-05,-1.9471989168383776e-05
72.74,-1.6996961820303996e-07,1.920191156856893e-05,-0.00013120071162050272
72.74,-1.0686068285028961e-07,1.8674679292117088e-05,-0.0002390764730421841
72.74,-4.6098284820462237e-08,1.779330851967273e-05,-0.00034041530078663003
72.75,1.11772060481685e-08,1.6581602758655314e-05,-0.0004328007262505033
72.75,6.391766302845487e-08,1.507113947481191e-05,-0.0005141534070766546
72.75,1.1119116708111941e-07,1.3300105965355144e-05,-0.0005827795741304104
72.76,1.5220185517223963e-07,1.1311991509796844e-05,-0.0006373981573021051
72.76,1.8630528966616692e-07,9.154205780070002e-06,-0.0006771478969361728
72.76,2.130192095396989e-07,6.876687748388012e-06,-0.0007015774122569249
72.77,2.320297207195933e-07,4.530558859085091e-06,-0.0007106218793241816
72.77,2.431931407923948e-07,2.1668615317790703e-06,-0.0007045705995995816
72.77,2.465338265542224e-07,-1.6459014771233525e-07,-0.0006840296689698362
72.78,2.422383801013514e-07,-2.4162341385478387e-06,-0.0006498832532175532
72.78,2.306466551088563e-07,-4.543656448670674e-06,-0.0006032565127969064
72.78,2.12239977785527e-07,-6.506366017087974e-06,-0.0005454814827006217
72.79,1.8762696864932437e-07,-8.26845895269291e-06,-0.0004780666607363123
72.79,1.5752731486541915e-07,-9.799183673541168e-06,-0.0004026693232659581
72.79,1.2275381060615034e-07,-1.1073414822110656e-05,-0.0003210691091887787
72.8,8.419296605219847e-08,-1.2072038272034646e-05,-0.00023514057778160641
72.8,4.278449077682143e-08,-1.2782241843571398e-05,-0.0001468223856837033
72.8,-5.000124087855487e-10,-1.3197698862956505e-05,-5.80811686267389e-05
72.81,-4.4678754473644254e-08,-1.3318625810710504e-05,2.913119697924398e-05
72.81,-8.878141129189678e-08,-1.3151691845292913e-05,0.00011292712835322986
72.81,-1.3187018927655594e-07,-1.2709758565663086e-05,0.00019153844669296858
72.82,-1.7305971241732408e-07,-1.201143342255886e-05,0.0002633746676206388
72.82,-2.1153509770727048e-07,-1.1080429283802022e-05,0.0003270807449681525
72.82,-2.465675829428182e-07,-9.944735762934411e-06,0.0003815897233802398
72.83,-2.7752711551177454e-07,-8.635623434362331e-06,0.00042616531665600485
72.83,-3.038914086875909e-07,-7.186518566620762e-06,0.0004604295509500658
72.83,-3.2525112321776383e-07,-5.6318015822228265e-06,0.0004843713632489081
72.84,-3.413110301844075e-07,-4.005595083177444e-06,0.0004983333271375617
72.84,-3.518872435070659e-07,-2.3406152237976106e-06,0.0005029754587656935
72.84,-3.569008589493052e-07,-6.671619616630946e-07,0.0004992171451966489
72.85,-3.5636857909053235e-07,9.876815588919654e-07,0.0004881604003795692
72.85,-3.503911168138347e-07,2.6005826725512986e-06,0.0004709997564075442
72.85,-3.3914033048069796e-07,4.152187179555817e-06,0.0004489257747354446
72.86,-3.228461324557171e-07,5.627027166226971e-06,0.0004230303133824767
72.86,-3.017842150640426e-07,7.013121649846831e-06,0.00039422211462474227
72.86,-2.76265547880623e-07,8.30131121426559e-06,0.00036316083085294
72.87,-2.4662841983825066e-07,9.484393844238697e-06,0.0003302163855215221
72.87,-2.132335404550549e-07,1.0556150472719703e-05,0.00029545854587396904
72.87,-1.7646239645710473e-07,1.1510362816181917e-05,0.0002586789504033693
72.88,-1.3671871033949502e-07,1.2339931071932154e-05,0.00021944486083772018
72.88,-9.443249775534143e-08,1.3036194020400075e-05,0.00017718079210719492
72.88,-5.006590468873497e-08,1.3588538849869775e-05,0.00013127128930499557
72.89,-4.119755448162361e-09,1.398436358750726e-05,8.117572427702768e-05
72.89,4.286041394481123e-08,1.4209423292742528e-05,2.654442058827453e-05
72.89,9.028010549912369e-08,1.4248554808693499e-05,-3.267545181503307e-05
72.9,1.3749458031371595e-07,1.4086736988380038e-05,-9.615499092260832e-05
72.9,1.8381153719879116e-07,1.3710408212674916e-05,-0.00016312946968464722
72.9,2.284984247224224e-07,1.3108932848261218e-05,-0.0002323818869654524
72.91,2.7079466771946496e-07,1.2276087807511032e-05,-0.0003022681923817447
72.91,3.09928643832305e-07,1.1211430342528751e-05,-0.00037078413076231176
72.91,3.451387887482587e-07,9.92141141924354e-06,-0.0004356700126502879
72.92,3.7569778304149213e-07,8.420114477973597e-06,-0.0004945459389421732
72.92,4.009384193945289e-07,6.729526960938558e-06,-0.0005450668065232721
72.92,4.2027950263871366e-07,4.879289218127727e-06,-0.000585084437211615
72.93,4.332500227594208e-07,2.9059086696784984e-06,-0.0006128028829883662
72.93,4.395098780119229e-07,8.514735518268902e-07,-0.0006269130099025326
72.93,4.388656139060373e-07,-1.238054711974573e-06,-0.0006266943960570345
72.94,4.3127997064987886e-07,-3.3148532497587746e-06,-0.0006120745693628262
72.94,4.1687447158688453e-07,-5.331406464828985e-06,-0.0005836396763393352
72.94,3.9592480206744464e-07,-7.242668302791361e-06,-0.0005425947276116846
72.95,3.6884927630082597e-07,-9.00805217420424e-06,-0.0004906760481996652
72.95,3.361912211888579e-07,-1.059309508689473e-05,-0.0004300229783280949
72.95,2.985965726502028e-07,-1.1970669140451177e-05,-0.0003630196057131073
72.96,2.56788338389401e-07,-1.3121651864172358e-05,-0.00029212018097846864
72.96,2.1153979774316908e-07,-1.4035013740803629e-05,-0.00021967349448786795
72.96,1.636483628179744e-07,-1.4707332398277982e-05,-0.0001477617475886063
72.97,1.1391190910776158e-07,-1.514179372743208e-05,-7.806825017100857e-05
72.97,6.310910725627784e-08,-1.53467858461674e-05,-1.1785743819955034e-05
72.97,1.1984874742894464e-08,-1.533422810315539e-05,5.042652012466677e-05
72.98,-3.875844589724155e-08,-1.5117800693559598e-05,0.00010843328030557428
72.98,-8.846414037428494e-08,-1.4711248621792625e-05,0.0001625625497109953
72.98,-1.3651893046758293e-07,-1.4126925741586082e-05,0.0002134996698666677
72.99,-1.8234657180994356e-07,-1.3374721054439563e-05,0.0002621464382948428
72.99,-2.2539868852266917e-07,-1.246147230654893e-05,0.0003094589680765528
72.99,-2.65144562550072e-07,-1.1390924638609649e-05,0.00035628004584277125
73.0,-3.010616993147025e-07,-1.0164238874358238e-05,0.00040318249144430526
73.0,-3.3262891646010604e-07,-8.780999846407081e-06,0.0004503390343075131
73.0,-3.593234543883636e-07,-7.240625293567081e-06,0.0004974319986758543
73.01,-3.806232076364587e-07,-5.544034615242407e-06,0.0005436124194597427
73.01,-3.960146607123116e-07,-3.695408471519939e-06,0.0005875136798747062
73.01,-4.050065283068571e-07,-1.7038574876385239e-06,0.0006273196732497687
73.02,-4.0714850174768583e-07,4.151775440835898e-07,0.000660882520589434
73.02,-4.0205394676969534e-07,2.6389509406380936e-06,0.0006858799917679218
73.02,-3.8942493484540845e-07,4.936983985935918e-06,0.0006999991392820266
73.03,-3.690776656953321e-07,7.2712573136445554e-06,0.0007011300271204187
73.03,-3.4096618337235323e-07,9.597043121208374e-06,0.0006875523414250455
73.03,-3.052023187997879e-07,1.1864339565008107e-05,0.0006580981757324871
73.04,-2.6207000683082496e-07,1.4019815665192262e-05,0.000612276286736297
73.04,-2.1203250763932235e-07,1.6009128978452314e-05,0.0005503466484449522
73.04,-1.5573157694018032e-07,1.7779444533016863e-05,0.0004733383043234922
73.05,-9.397823180298738e-08,1.9281964618272368e-05,0.000383008836417936
73.05,-2.7735394753079464e-08,2.0474277738373825e-05,0.00028174895481245443
73.05,4.19066888202299e-08,2.13223505465013e-05,0.0001724403061167261
73.06,1.137608296693237e-07,2.1802017319270827e-05,5.827909630711783e-05
73.06,1.8657722912156175e-07,2.189986571272763e-05,-5.741923975622609e-05
73.06,2.5907967741084624e-07,2.1613469575271487e-05,-0.0001714175784087745
73.07,3.300014534262528e-07,2.095097546372976e-05,-0.00028074004301436597
73.07,3.9811887609086447e-07,1.9930104024295255e-05,-0.0003828253584917651
73.07,4.6228074019623394e-07,1.857667494168865e-05,-0.0004756385057535573
73.08,5.214322926166207e-07,1.6922801050533683e-05,-0.0005577327636564781
73.08,5.746329269401018e-07,1.5004919759882276e-05,-0.0006282588073322887
73.08,6.210673453177963e-07,1.2861836648062753e-05,-0.000686922808810252
73.09,6.600505012875961e-07,1.053294581647478e-05,-0.0007339000244552091
73.09,6.910271436785563e-07,8.056766640433865e-06,-0.0007697143562681655
73.09,7.13567183948351e-07,5.469898956853731e-06,-0.0007950975438773822
73.1,7.273583714234606e-07,2.8064520622442992e-06,-0.0008108430162976437
73.1,7.321978614155386e-07,9.795248844678889e-08,-0.0008176698034803921
73.1,7.279841948643308e-07,-2.6263143834583837e-06,-0.0008161101959578529
73.11,7.147109859272588e-07,-5.338617510600664e-06,-0.0008064325276200945
73.11,6.924632614958495e-07,-8.011871416174293e-06,-0.0007886064759230313
73.11,6.614169515213538e-07,-1.0618649729202168e-05,-0.0007623139355733815
73.12,6.21841538435335e-07,-1.3130271608356641e-05,-0.0007270038583249889
73.12,5.741053879631959e-07,-1.5516102536295605e-05,-0.0006819849781578582
73.12,5.186828515960036e-07,-1.774318760471538e-05,-0.0006265466245231131
73.13,4.5616189613336145e-07,-1.977630037823854e-05,-0.0005600949771124351
73.13,3.8725081143951905e-07,-2.1578446973417706e-05,-0.0004822905595819767
73.13,3.127824943193357e-07,-2.3111817656724364e-05,-0.0003931727810575533
73.14,2.3371490920512707e-07,-2.4339131873068792e-05,-0.00029325842816396437
73.14,1.511265752049961e-07,-2.52252811977327e-05,-0.00018360369696234522
73.14,6.620629993652415e-08,-2.573914284020248e-05,-6.5822759378729e-05
73.15,-1.9763162533928358e-08,-2.585541649401833e-05,5.793992086801193e-05
73.15,-1.0542735296006939e-07,-2.555633166614826e-05,0.00018508196058975322
73.15,-1.893875764120068e-07,-2.4833081337017773e-05,0.00031265434330726797
73.16,-2.7023248615667597e-07,-2.3686860012241885e-05,0.0004375022905800108
73.16,-3.4657231755732587e-07,-2.2129417517700197e-05,0.0005564237558913963
73.16,-4.1707408090835617e-07,-2.0183081000670716e-05,0.0006663320955975405
73.17,-4.804959384142629e-07,-1.7880242446268565e-05,0.0007644094375896277
73.17,-5.357190549513182e-07,-1.5262353156940507e-05,0.0008482382195240203
73.17,-5.817754158656954e-07,-1.237850619262229e-05,0.0009159010212397818
73.18,-6.178704253870232e-07,-9.283718271079301e-06,0.0009660417152155308
73.18,-6.433995032784095e-07,-6.037042479397224e-06,0.0009978850417791331
73.18,-6.579583451663722e-07,-2.6996495449111717e-06,0.0010112156121450757
73.19,-6.613469595103646e-07,6.669911682073735e-07,0.0010063212285363991
73.19,-6.535679992670749e-07,4.002718714824649e-06,0.0009839085868219187
73.19,-6.348202318184993e-07,7.249992340726488e-06,0.0009450018278832628
73.2,-6.05488208531482e-07,1.035486050484464e-05,0.0008908355840075953
73.2,-5.661292887692755e-07,1.3267578541494671e-05,0.0008227542078058756
73.2,-5.174591388454239e-07,1.5942904297718176e-05,0.0007421276556588952
73.21,-4.603366739924858e-07,1.8340134097536173e-05,0.0006502922297335673
73.21,-3.9574916278665105e-07,2.042296617922024e-05,0.0005485213195958812
73.21,-3.2479790006996413e-07,2.2159292875642133e-05,0.0004380276690829645
73.22,-2.486845141507666e-07,2.3521024809711554e-05,0.00031999499378512894
73.22,-1.6869764734270411e-07,2.4484040227576507e-05,0.00019563329388547733
73.22,-8.619947435730953e-08,2.502833137045083e-05,6.624936194738059e-05
73.23,-2.6113337211798234e-09,2.5138389797317436e-05,-6.667799945319464e-05
73.23,8.060233274587445e-08,2.480383691518477e-05,-0.00020142938161843806
73.23,1.619524957543235e-07,2.4020268466590332e-05,-0.0003359938094101855
73.24,2.399471100029922e-07,2.279024625163922e-05,-0.0004680449407980224
73.24,3.1311607024973864e-07,2.1124340729993973e-05,-0.0005949514122853875
73.24,3.8003952611301763e-07,1.904210759936378e-05,-0.0007138250308164589
73.25,4.3937912539396324e-07,1.65728722629037e-05,-0.0008216067313184131
73.25,4.899113418976688e-07,1.3756199584459076e-05,-0.0009151863585864714
73.25,5.305616625957547e-07,1.0641942474969255e-05,-0.0009915487241386588
73.26,5.604381006961395e-07,7.289790491812742e-06,-0.0010479354200043835
73.26,5.78862300067711e-07,3.768276386692118e-06,-0.0010820098389836617
73.26,5.853964275013157e-07,1.532411851291599e-07,-0.0010920118758100017
73.27,5.798641257899716e-07,-3.474196845675419e-06,-0.0010768891575076984
73.27,5.623640226767235e-07,-7.030081312169152e-06,-0.001036393052048393
73.27,5.332746452348303e-07,-1.0430339932043809e-05,-0.0009711303890374665
73.28,4.932500508492277e-07,-1.359363753915802e-05,-0.0008825652184161047
73.28,4.4320601894430183e-07,-1.6444191998728376e-05,-0.0007729690266859777
73.28,3.842972096519651e-07,-1.8914383243527156e-05,-0.0006453218334917681
73.29,3.178862413257705e-07,-2.0946997340539103e-05,-0.0005031709385101473
73.29,2.4550612333825556e-07,-2.2496972638057564e-05,-0.00035045717742703854
73.29,1.6881786427060747e-07,-2.353255042521726e-05,-0.00019132156906968335
73.3,8.956532724785184e-08,-2.4035776551159276e-05,-2.990652572151646e-05
73.3,9.529503191576779e-09,-2.4002348094888402e-05,0.000129833716837783
73.3,-6.951568749023659e-08,-2.3440847244643423e-05,0.0002842997378929593
73.31,-1.4584416773245609e-07,-2.2371448528696822e-05,0.0004303789942722082
73.31,-2.1781350125049047e-07,-2.0824221848831063e-05,0.0005655346696032207
73.31,-2.838946149080717e-07,-1.883717939940115e-05,0.0006878464637814061
73.32,-3.4269486045624996e-07,-1.6454227288414562e-05,0.0007960025821219438
73.32,-3.9297436369833695e-07,-1.3723181649323745e-05,0.0008892463790637463
73.32,-4.3365611679636764e-07,-1.0693994436245283e-05,0.0009672848069947749
73.33,-4.6383070847110667e-07,-7.4173074793111625e-06,0.001030169157694705
73.33,-4.827569205620626e-07,-3.943416670564865e-06,0.0010781606814494636
73.33,-4.898596208699932e-07,-3.21685385471929e-07,0.0011115946470757654
73.34,-4.84726436881597e-07,3.3995991372566118e-06,0.0011307566119761058
73.34,-4.6710459999002794e-07,7.172977334081006e-06,0.0011357831139541296
73.34,-4.368991161306864e-07,1.0951266362371196e-05,0.0011265966046255372
73.35,-3.9417307012460655e-07,1.4686826544485553e-05,0.0011028815272366432
73.35,-3.3915043958226963e-07,1.833078461923054e-05,0.0010641042520759684
73.35,-2.7222132030116046e-07,2.1832359133357137e-05,0.0010095758382595655
73.36,-1.939489927366081e-07,2.5138426476614378e-05,0.0009385525205870882
73.36,-1.0507783149504187e-07,2.8193446015535654e-05,0.0008503651673685201
73.36,-6.540717327983873e-09,3.093983160295719e-05,0.0007445665577177621
73.37,1.0053561408143938e-07,3.331881755043455e-05,0.0006210829050333959
73.37,2.1482893688855294e-07,3.5271821777074694e-05,0.0004803558981382014
73.37,3.348251966413878e-07,3.674226314152587e-05,0.0003234615975433962
73.38,4.5882883539109766e-07,3.7677745893127304e-05,0.00015219428956143952
73.38,5.849807940482043e-07,3.803248624174045e-05,-3.0894533671433765e-05
73.38,7.11284740642193e-07,3.776982661030075e-05,-0.0002225078950187562
73.39,8.356415324767151e-07,3.686466717413983e-05,-0.00041866742572919686
73.39,9.558913454665242e-07,3.530564008822957e-05,-0.0006148298597139291
73.39,1.0698623335140645e-06,3.3096857962644136e-05,-0.0008060484527527662
73.4,1.175424161992645e-06,3.0259093675301283e-05,-0.0009871711200072023
73.4,1.2705443348360419e-06,2.683027927868809e-05,-0.001153063110539984
73.4,1.3533449308109984e-06,2.286525372007254e-05,-0.0012988404073969537
73.41,1.422157209065352e-06,1.8434736228515046e-05,-0.0014200987270196817
73.41,1.4755715483359047e-06,1.3623551262707159e-05,-0.0015131246478392048
73.41,1.51248034816298e-06,8.528177315606744e-06,-0.0015750735961801736
73.42,1.5321118366850865e-06,3.2537376560103415e-06,-0.0016041055640927514
73.42,1.5340531744822028e-06,-2.0894181759396317e-06,-0.0015994690510389613
73.42,1.5182617844708821e-06,-7.389366059246413e-06,-0.001561529061977365
73.43,1.4850644432284097e-06,-1.253630469456772e-05,-0.0014917379675190362
73.43,1.43514429448037e-06,-1.7426110565758733e-05,-0.0013925519943340891
73.43,1.3695165519252964e-06,-2.196357439267352e-05,-0.001267299543517026
73.44,1.2894942065485536e-06,-2.6065166057144586e-05,-0.0011200104034152277
73.44,1.1966455096893217e-06,-2.966120711463162e-05,-0.0009552172140856194
73.44,1.092745341005647e-06,-3.2697368918302044e-05,-0.0007777418090012854
73.45,9.797227727398826e-07,-3.513545691809078e-05,-0.0005924796000743413
73.45,8.596072006713178e-07,-3.695348522625574e-05,-0.0004041947425488417
73.45,7.344753298911793e-07,-3.8145086851900544e-05,-0.00021733744323887828
73.46,6.064010919628329e-07,-3.871834133869386e-05,-3.589291978694012e-05
73.46,4.774102491953982e-07,-3.869413086784151e-05,0.00013673131869697968
73.46,3.4944103837891695e-07,-3.810415605121276e-05,0.0002977756852878194
73.47,2.2431175090896124e-07,-3.698875379131427e-05,0.00044515539402438823
73.47,1.0369567146022219e-07,-3.539465998751723e-05,0.0005774460080558801
73.47,-1.089666356329248e-08,-3.337285112588157e-05,0.0006938321349042361
73.48,-1.1812834469225028e-07,-3.097658183933525e-05,0.0007940261762971333
73.48,-2.1684091174494345e-07,-2.8259711310493666e-05,0.0008781654675686095
73.48,-3.060541883757684e-07,-2.5275382893018142e-05,0.0009466969972932826
73.49,-3.849623601773085e-07,-2.2075090331535503e-05,0.0010002593302012395
73.49,-4.5292758645468135e-07,-1.8708132392761523e-05,0.0010395707450799175
73.49,-5.094723934056238e-07,-1.522142855489604e-05,0.0010653315512272714
73.5,-5.542719633211917e-07,-1.1659643083752624e-05,0.0010781470750832415
73.5,-5.871472259996542e-07,-8.06554489953123e-06,0.001078475751619159
73.5,-6.080593947679635e-07,-4.480517363077134e-06,0.0010666049468212018
73.51,-6.171062928334974e-07,-9.451255727199627e-07,0.0010426544775574147
73.51,-6.145205103307854e-07,2.500349799788619e-06,0.0010066062050504117
73.51,-6.006691415536839e-07,5.815495910144271e-06,0.0009583559386001864
73.52,-5.760545956497443e-07,8.95953847358338e-06,0.0008977825218405263
73.52,-5.413157705992575e-07,1.1891351920083381e-05,0.0008248278816418374
73.52,-4.972287421382778e-07,1.4569739840115718e-05,0.0007395812300023509
73.53,-4.447060543591107e-07,1.695399381793533e-05,0.000642360523352953
73.53,-3.84793709508245e-07,1.900471604804254e-05,0.0005337846243875937
73.53,-3.186650383473982e-07,2.0684869948335148e-05,0.0004148304125467844
73.54,-2.476107819943431e-07,2.1961004712302013e-05,0.000286870179376023
73.54,-1.7302492003977805e-07,2.2804585382007452e-05,0.00015168606737471166
73.54,-9.638602352487011e-08,2.3193350435111196e-05,1.1459770285598503e-05
73.55,-1.923417871543218e-08,2.311261431047736e-05,-0.00013126264145376442
73.55,5.685619867110539e-08,2.2556433063168255e-05,-0.0002736294417714614
73.55,1.303070760500659e-07,2.1528556961029805e-05,-0.00041256275581992195
73.56,1.9957022376494767e-07,2.0043103974856547e-05,-0.0005448549670387449
73.56,2.631623254989197e-07,1.8124901908111113e-05,-0.0006672771284229751
73.56,3.197006163079053e-07,1.5809463541826834e-05,-0.0007766941104123781
73.57,3.6793779668115435e-07,1.3142577200378451e-05,-0.0008701806520915261
73.57,4.0679494436188995e-07,1.0179514357308021e-05,-0.0009451327594333665
73.57,4.3539118142146e-07,6.983874152162627e-06,-0.0009993692172690577
73.58,4.5306894855883657e-07,3.6261016898981357e-06,-0.0010312185142226011
73.58,4.5941388636133263e-07,1.8173199346207448e-07,-0.001039587284027534
73.58,4.542685159279892e-07,-3.2705765361180257e-06,-0.0010240075725208757
73.59,4.377391377306696e-07,-6.6511470341711065e-06,-0.0009846610860585556
73.59,4.101956164444409e-07,-9.881450146577137e-06,-0.0009223797179644879
73.59,3.722639791138338e-07,-1.2886252464933631e-05,-0.0008386229223538134
73.6,3.248120117540848e-07,-1.559567130863768e-05,-0.000735433208983807
73.6,2.689282843241308e-07,-1.7947064945365152e-05,-0.0006153721848163921
73.6,2.0589525595539332e-07,-1.9886695927566472e-05,-0.00048144016860378444
73.61,1.3715730265325327e-07,-2.1371115627956475e-05,-0.00033698278598994977
73.61,6.428466262193752e-08,-2.236823005125187e-05,-0.00018558871577822465
73.61,-1.1065595116684077e-08,-2.285802057399673e-05,-3.0982364915113734e-05
73.62,-8.719040704302973e-08,-2.2832906252928777e-05,0.00012308427412793154
73.62,-1.6238216271327738e-07,-2.2297747978578475e-05,0.0002729369811363609
73.62,-2.3496959105574604e-07,-2.1269506875560732e-05,0.0004150781386946465
73.63,-3.033569733798496e-07,-1.9776580967538588e-05,0.0005462763228779642
73.63,-3.660606661313492e-07,-1.7857853121036223e-05,0.0006636439964901391
73.63,-4.217420397756406e-07,-1.5561491360298375e-05,0.0007647015840359607
73.64,-4.6923608591199415e-07,-1.2943547947883862e-05,0.0008474267278760529
73.64,-5.075751049654136e-07,-1.006640705420166e-05,0.0009102882129956155
73.64,-5.360070547714688e-07,-6.997132037727938e-06,0.0009522646598574885
73.65,-5.540083089949841e-07,-3.8057625490854784e-06,0.0009728486571962949
73.65,-5.612907372227025e-07,-5.636090350310689e-07,0.0009720374837458518
73.65,-5.578031701798339e-07,2.6584119282578787e-06,0.0009503119479074445
73.66,-5.437274493595234e-07,5.791363369787879e-06,0.0009086051502329513
73.66,-5.194693771702214e-07,8.769762728413348e-06,0.0008482630800728322
73.66,-4.856449797105963e-07,1.153292012019347e-05,0.0007709989808957025
73.67,-4.4306256909390684e-07,1.402612080189404e-05,0.0006788432897401912
73.67,-3.927011467898326e-07,1.6201638393178845e-05,0.0005740907293265369
73.67,-3.356857259773111e-07,1.8019570413195747e-05,0.00045924580903720946
73.68,-2.7326017257068807e-07,1.9448491607935198e-05,0.00033696767094473735
73.68,-2.0675817506158385e-07,2.046592334408432e-05,0.00021001483156611795
73.68,-1.3757295642500194e-07,2.1058618957836672e-05,8.119010258964812e-05
73.69,-6.712634055922409e-08,2.1222665665774182e-05,-4.671429677590645e-05
73.69,3.1622163114991687e-09,2.0963403658589792e-05,-0.00017097145739700546
73.69,7.190602079867184e-08,2.029516293015906e-05,-0.00028897434496668825
73.7,1.3778035768177344e-07,1.924081851459092e-05,-0.00039829001613288684
73.7,1.995499229477276e-07,1.7831165776965956e-05,-0.000496712905646174
73.7,2.56093881411489e-07,1.610411967251089e-05,-0.0005823162027517531
73.71,3.0642797512647323e-07,1.4103745604945715e-05,-0.0006534998029667392
73.71,3.4972314341442824e-07,1.1879134974136517e-05,-0.0007090328255449864
73.71,3.8532017073426083e-07,9.483145517455301e-06,-0.0007480883086024926
73.72,4.127399592084891e-07,6.971034678752722e-06,-0.0007702674905805337
73.72,4.316891311263763e-07,4.399022871849572e-06,-0.0007756110924173071
73.72,4.420608034364325e-07,1.822831825182882e-06,-0.0007645953736415963
73.73,4.439305382456511e-07,-7.037499103391294e-07,-0.0007381113682475566
73.73,4.375476543012671e-07,-3.1302176969769936e-06,-0.0006974266692838819
73.73,4.233222746859208e-07,-5.41056010320853e-06,-0.0006441303440098524
73.74,4.0180867288980353e-07,-7.504272139227904e-06,-0.000580062919413865
73.74,3.736856485223833e-07,-9.377125445509625e-06,-0.0005072347693928674
73.74,3.3973479998772017e-07,-1.1001660649482091e-05,-0.0004277375550107447
73.75,3.008176500266108e-07,-1.2357383425775038e-05,-0.0003436543480814737
73.75,2.578526092644386e-07,-1.3430665114288122e-05,-0.0002569747298743945
73.75,2.1179272511479732e-07,-1.4214369715987668e-05,-0.0001695211483364609
73.76,1.636050563123557e-07,-1.4707249730086972e-05,-8.289245614006674e-05
73.76,1.142523411088774e-07,-1.4913171859846325e-05,1.570861076826514e-06
73.76,6.46774008323695e-08,-1.4840247502913724e-05,8.27966279598634e-05
73.77,1.5790457245885877e-08,-1.449995132775113e-05,0.00015996544638533663
