t,u (m),v (m/s),a (m/s2)
167.38,2.5565772068696455e-09,1.4167229189448194e-08,1.9669505729323088e-05
167.38,2.7127388148527384e-09,7.955222213382004e-08,1.9453458987376797e-05
167.39,3.084976194885209e-09,1.4385759949691386e-07,1.8806060769266656e-05
167.39,3.6672642275152715e-09,2.0562952161843822e-07,1.7708109728782274e-05
167.39,4.44864883019779e-09,2.6336286126561667e-07,1.615566482961948e-05
167.4,5.41316539058544e-09,3.155545312713653e-07,1.41629972590425e-05
167.4,6.539949712294078e-09,3.607657740834326e-07,1.1764488977947737e-05
167.4,7.803565055670468e-09,3.9768966814947667e-07,9.015197272571292e-06
167.41,9.174555068029696e-09,4.252193064044201e-07,5.9899676219418375e-06
167.41,1.0620216730989319e-08,4.425117824190063e-07,2.7810642899489605e-06
167.41,1.2105571250111495e-08,4.4904311504696303e-07,-5.055952504055266e-07
167.42,1.3594495270784727e-08,4.4464964190808647e-07,-3.7553809834780034e-06
167.42,1.505096125867331e-08,4.295522156715041e-07,-6.850764987318385e-06
167.42,1.6440325477638297e-08,4.043606164679823e-07,-9.677618165163018e-06
167.43,1.773059560617315e-08,3.700569284337615e-07,-1.2131563088182458e-05
167.43,1.889360827823798e-08,3.2795807584879624e-07,-1.4123923949056682e-05
167.43,1.9906049965279904e-08,2.796592066579379e-07,-1.5586859837219887e-05
167.44,2.0750262477886137e-08,2.2696095678984132e-07,-1.647730795207125e-05
167.44,2.1414786414389176e-08,1.7178480030556784e-07,-1.6779450964908404e-05
167.44,2.1894611322722892e-08,1.160815547650592e-07,-1.6505528670074256e-05
167.45,2.2191119052772616e-08,6.173861140377615e-08,-1.5694933259019444e-05
167.45,2.2311725483183258e-08,1.0491557599276968e-08,-1.44116527512187e-05
167.45,2.2269244164705293e-08,-3.6154449320383034e-08,-1.274023909352703e-05
167.46,2.2081012125783676e-08,-7.698888185418963e-08,-1.07805921686248e-05
167.46,2.1767831967703656e-08,-1.111419562025702e-07,-8.64190469016557e-06
167.46,2.135279451505464e-08,-1.3811022710667227e-07,-6.436204680005709e-06
167.47,2.086005200820237e-08,-1.5776066666598697e-07,-4.271908815583245e-06
167.47,2.0313612825140618e-08,-1.703136219415563e-07,-2.247816935442905e-06
167.47,1.973622507869698e-08,-1.7630644571625992e-07,-4.4793631569617564e-07
167.48,1.9148408460537625e-08,-1.7654080180226338e-07,1.0625816989308955e-06
167.48,1.8567682165964108e-08,-1.7201756844818307e-07,2.240133865667724e-06
167.48,1.8008022495623146e-08,-1.63863977592376e-07,3.0639055148158248e-06
167.49,1.7479567872451386e-08,-1.532578701326132e-07,3.535609916061074e-06
167.49,1.698857274058571e-08,-1.4135396800281106e-07,3.677850011541111e-06
167.49,1.653759619106452e-08,-1.2921663728165735e-07,3.5312439798942226e-06
167.5,1.6125897278483702e-08,-1.1776301300442073e-07,3.1506145027261667e-06
167.5,1.574999769193987e-08,-1.0771939120110434e-07,2.6005002967133544e-06
167.5,1.5404364367520453e-08,-9.959283978346493e-08,1.9503589022288965e-06
167.51,1.5082160098567802e-08,-9.365879023916082e-08,1.26978135266392e-06
167.51,1.4776009433426763e-08,-8.996430755841301e-08,6.240342911300952e-07
167.51,1.4478729828526711e-08,-8.834572851059279e-08,7.01916038153642e-08
167.52,1.4183983804723358e-08,-8.845850729985832e-08,-3.4590933207476783e-07
167.52,1.3886816172815718e-08,-8.981642602115258e-08,-5.917741503751866e-07
167.52,1.3584050452989905e-08,-9.183697438263168e-08,-6.493351080545175e-07
167.53,1.3274529593747711e-08,-9.388949596241646e-08,-5.150200894733437e-07
167.53,1.2959197261075647e-08,-9.534279586558873e-08,-1.988992740295458e-07
167.53,1.2641026451286534e-08,-9.560922385614897e-08,2.769842959960763e-07
167.54,1.2324811391658926e-08,-9.418268232849382e-08,8.80896610125925e-07
167.54,1.2016846100484827e-08,-9.06686677092252e-08,1.5741268873581388e-06
167.54,1.1724518202271504e-08,-8.480509690611235e-08,2.3139029244010083e-06
167.55,1.1455849521248915e-08,-7.647341409820307e-08,3.056308639307658e-06
167.55,1.121901557006466e-08,-6.570012744714939e-08,3.7590155328668873e-06
167.55,1.1021874538718671e-08,-5.2649535431183894e-08,4.383660755180385e-06
167.56,1.0871533027841466e-08,-3.760890639594579e-08,4.897769043938827e-06
167.56,1.0773970997427483e-08,-2.0967712171520165e-08,5.276122028741082e-06
167.56,1.0733742674240164e-08,-3.1927612701032666e-09,5.501570820422346e-06
167.57,1.0753763968423148e-08,1.5198899461027652e-08,5.565276096179995e-06
167.57,1.0835190765533489e-08,3.3667464150074785e-08,5.4664450003429895e-06
167.57,1.0977386665201877e-08,5.167660251784073e-08,5.211626810228555e-06
167.58,1.1177973746058147e-08,6.871707497711919e-08,4.813682517911162e-06
167.58,1.1432955940627535e-08,8.432670900687234e-08,4.290509615514274e-06
167.58,1.1736901752504013e-08,9.810603887872184e-08,3.6636637631300417e-06
167.59,1.2083171424336285e-08,1.0972933802721486e-07,2.956964958672468e-06
167.59,1.2464173239476558e-08,1.1895106003434995e-07,2.1951693665081247e-06
167.59,1.2871634175426074e-08,1.2560799134962962e-07,1.402807915203412e-06
167.6,1.3296871570487824e-08,1.2961768718023722e-07,6.032103093047917e-07
167.6,1.3731054536216942e-08,1.30973857636873e-07,-1.8222669849442033e-07
167.6,1.4165446272995524e-08,1.2973950027832172e-07,-9.345484448472783e-07
167.61,1.4591621027819857e-08,1.2603852874546058e-07,-1.6375196355918983e-06
167.61,1.500165190412189e-08,1.2004663554875216e-07,-2.2777115218735264e-06
167.61,1.5388267972405005e-08,1.1198199360577854e-07,-2.844433871691006e-06
167.62,1.574498093400766e-08,1.0209627524583764e-07,-3.329558094857267e-06
167.62,1.6066182910506646e-08,9.06663032819975e-08,-3.7272893873168306e-06
167.62,1.63472177152882e-08,7.798648617170461e-08,-4.033909392112595e-06
167.63,1.6584428276028168e-08,6.436207757884037e-08,-4.247558934941321e-06
167.63,1.6775182732492554e-08,5.0103126244653095e-08,-4.368061446998734e-06
167.63,1.6917881244470876e-08,3.5518959115509266e-08,-4.396812788386325e-06
167.64,1.701194491160582e-08,2.091297272958059e-08,-4.3367418672403675e-06
167.64,1.7057787460950232e-08,6.577508402409104e-09,-4.192328223710963e-06
167.64,1.7056769694359938e-08,-7.2113630713031e-09,-3.969657858534048e-06
167.65,1.7011136228802382e-08,-2.0199249528293107e-08,-3.676487122136861e-06
167.65,1.6923933896830446e-08,-3.215903603444301e-08,-3.322279631804709e-06
167.65,1.679891136782687e-08,-4.289655967997696e-08,-2.918186957152223e-06
167.66,1.6640400107672083e-08,-5.225614153524056e-08,-2.4769351564419903e-06
167.66,1.645317771497529e-08,-6.012564115924094e-08,-2.0125922310535506e-06
167.66,1.6242315895747716e-08,-6.644063201650695e-08,-1.5402108522671475e-06
167.67,1.6013016732912616e-08,-7.118726435967752e-08,-1.0753251400944355e-06
167.67,1.5770442395407494e-08,-7.440335104828927e-08,-6.333278506429073e-07
167.67,1.5519544838375142e-08,-7.617729710427726e-08,-2.2875129858502213e-07
167.68,1.5264903177935014e-08,-7.664457284615061e-08,1.2552311526272304e-07
167.68,1.501057721480751e-08,-7.598155151936378e-08,4.1905609062280125e-07
167.68,1.4759985829788562e-08,-7.439674423408669e-08,6.446000982179514e-07
167.69,1.4515818586810179e-08,-7.211962887099027e-08,7.987376062034828e-07
167.69,1.4279987862737172e-08,-6.938748807482187e-08,8.823554950549845e-07
167.69,1.4053627114938865e-08,-6.64308638527414e-08,9.008818868673756e-07
167.7,1.383713855130831e-08,-6.345843498309379e-08,8.642682847984968e-07
167.7,1.3630290627264115e-08,-6.064221126030092e-08,7.866629514695701e-07
167.7,1.3432362605636783e-08,-5.810406985299444e-08,6.857802381898183e-07
167.71,1.3242330046481823e-08,-5.590463131728266e-08,5.819850116713685e-07
167.71,1.3059081870496017e-08,-5.4035411435986416e-08,4.971083834912197e-07
167.71,1.2881656708224925e-08,-5.2415078209174536e-08,4.530743411099605e-07
167.72,1.2709483890482877e-08,-5.089039642617979e-08,4.703947581401882e-07
167.72,1.2542612900109766e-08,-4.924220435468977e-08,5.666458242332276e-07
167.72,1.2381914537097729e-08,-4.719641568990186e-08,7.550084445224242e-07
167.73,1.2229237580433186e-08,-4.44397381563561e-08,1.0429870591877116e-06
167.73,1.2087506369227182e-08,-4.0639432146835646e-08,1.4314051412296631e-06
167.73,1.1960747503762852e-08,-3.546611763351498e-08,1.9137607771660923e-06
167.74,1.185403761561992e-08,-2.861837061715731e-08,2.47601247970352e-06
167.74,1.1773368692607986e-08,-1.984764264421495e-08,3.096834068315059e-06
167.74,1.1725432504848544e-08,-8.981930605527017e-09,3.7483496892965288e-06
167.75,1.171733093916612e-08,4.053389776080957e-09,4.397332328249503e-06
167.75,1.1756224180911065e-08,1.9219063633123113e-08,5.006808081525279e-06
167.75,1.1848933321774953e-08,3.635107857218159e-08,5.537989658255133e-06
167.76,1.2001517777095052e-08,5.5156406812591e-08,5.95242049665187e-06
167.76,1.2218850578543746e-08,7.521597784585013e-08,6.214219038279532e-06
167.76,1.2504215953475248e-08,9.59950837949392e-08,6.292265143385112e-06
167.77,1.2858953459572742e-08,1.1686092562939257e-07,6.162209870132638e-06
167.77,1.3282171273931617e-08,1.3710659283065193e-07,5.80816627572648e-06
167.77,1.3770548139888578e-08,1.5598032288587235e-07,5.223972805944544e-06
167.78,1.4318239053171022e-08,1.7271853945264532e-07,4.413937530751741e-06
167.78,1.4916894319581848e-08,1.865808964585844e-07,3.393012558823364e-06
167.78,1.5555795469132117e-08,1.9688540960407328e-07,2.186375677749489e-06
167.79,1.6222105052671455e-08,2.0304171423226058e-07,8.284370745577492e-07
167.79,1.690122097060512e-08,2.0458058065079385e-07,-6.386718828886856e-07
167.79,1.7577220115117233e-08,2.0117803192039824e-07,-2.167042028603794e-06
167.8,1.8233371118703916e-08,1.9267272249475122e-07,-3.705243227202461e-06
167.8,1.885269221365463e-08,1.7907564480560148e-07,-5.2007603516339085e-06
167.8,1.9418527870050212e-08,1.6057169268935272e-07,-6.602457138311265e-06
167.81,1.991511712373459e-08,1.375131008363184e-07,-7.86293339260906e-06
167.81,2.0328127346297263e-08,1.1040524347808409e-07,-8.940622284847257e-06
167.81,2.0645129602725622e-08,7.988574983978762e-08,-9.801518342867895e-06
167.82,2.08559955314238e-08,4.669825295020423e-08,-1.0420433443678537e-05
167.82,2.0953200541763894e-08,1.1662378078764552e-08,-1.0781741285319417e-05
167.82,2.093202372030781e-08,-2.435827936627723e-08,-1.0879556617409464e-05
167.83,2.079064082079005e-08,-6.048833612333658e-08,-1.0717389769864234e-05
167.83,2.053011267230146e-08,-9.587123940721665e-08,-1.0307306320179323e-05
167.83,2.0154276823943072e-08,-1.2969674862413005e-07,-9.668684154681258e-06
167.84,1.9669554955961295e-08,-1.6122402489114422e-07,-8.82667165111494e-06
167.84,1.9084692170692832e-08,-1.897994322385143e-07,-7.810467151588278e-06
167.84,1.8410446577173657e-08,-2.1486856503835971e-07,-6.651552016707055e-06
167.85,1.7659248457706974e-08,-2.359824618654326e-07,-5.382015183046064e-06
167.85,1.6844847729979877e-08,-2.5279839433270553e-07,-4.033069461792865e-06
167.85,1.5981966534310424e-08,-2.650759706311027e-07,-2.633880288889593e-06
167.86,1.508597076472691e-08,-2.726696289381892e-07,-1.2107473182048566e-06
167.86,1.4172570513631994e-08,-2.7551875218879813e-07,2.13294723097849e-07
167.86,1.325755507224903e-08,-2.736367790085068e-07,1.6184832050103882e-06
167.87,1.2356563682332174e-08,-2.671006029949098e-07,2.9879600660409555e-06
167.87,1.1484889120700705e-08,-2.560414430066804e-07,4.3071091901307475e-06
167.87,1.0657307705484551e-08,-2.4063809788929946e-07,5.562682952462861e-06
167.88,9.88792680328416e-09,-2.2111318248195185e-07,6.741845045334889e-06
167.88,9.190039615111955e-09,-1.9773252766063926e-07,7.831245157824607e-06
167.88,8.57597705557615e-09,-1.708075399530501e-07,8.816243451379642e-06
167.89,8.056947881526232e-09,-1.406999204664247e-07,9.680405958008155e-06
167.89,7.642860820888858e-09,-1.0782778139648481e-07,1.0405341288758139e-05
167.89,7.342126046327569e-09,-7.267196531287544e-08,1.0970947176511948e-05
167.9,7.161437606809657e-09,-3.578119462807333e-08,1.1356074627168426e-05
167.9,7.105543008729472e-09,2.2253259585059733e-09,1.1539591895259638e-05
167.9,7.177010541355336e-09,4.065912462164956e-08,1.1501773682502278e-05
167.91,7.376008743105504e-09,7.876850691065431e-08,1.1225928748008027e-05
167.91,7.700115216749757e-09,1.157501100472994e-07,1.070012883355666e-05
167.91,8.144173487015401e-09,1.5076617920313026e-07,9.918888261606524e-06
167.92,8.700216452410615e-09,1.829672693773337e-07,8.88463586069804e-06
167.92,9.357473151514179e-09,2.1151956791164552e-07,7.608843952596968e-06
167.92,1.0102472112960013e-08,2.3563557308270847e-07,6.112668683016644e-06
167.93,1.0919249620962567e-08,2.54606425078425e-07,4.4270118898569716e-06
167.93,1.178966511927178e-08,2.6783392308176655e-07,2.591958827508953e-06
167.93,1.269381920386219e-08,2.748601288250175e-07,6.555687590297317e-07
167.94,1.3610562661807494e-08,2.753924516303008e-07,-1.3279190357834072e-06
167.94,1.4518078389920884e-08,2.6932234258171947e-07,-3.3003723251748383e-06
167.94,1.53945123672705e-08,2.5673606961410856e-07,-5.202407629292283e-06
167.95,1.621862558856252e-08,2.3791653760662823e-07,-6.9762111006893114e-06
167.95,1.697043642085329e-08,2.133357204268289e-07,-8.568341540046296e-06
167.95,1.7631822493964543e-08,1.836379269436044e-07,-9.932320584188755e-06
167.96,1.8187053040086214e-08,1.4961476326203154e-07,-1.1030826673818424e-05
167.96,1.86232264695007e-08,1.1217325323457533e-07,-1.1837323217073964e-05
167.96,1.8930593673378804e-08,7.22990850455387e-08,-1.2337022809810953e-05
167.97,1.9102754621140474e-08,3.1017263863367984e-08,-1.2527107292725462e-05
167.97,1.9136723732978997e-08,-1.0647352735151537e-08,-1.2416208253687926e-05
167.97,1.9032867664463694e-08,-5.1707214566384955e-08,-1.2023199792104529e-05
167.98,1.8794726833781195e-08,-9.124473356157848e-08,-1.1375414131181088e-05
167.98,1.842873867448779e-08,-1.2843863781598647e-07,-1.0506433975486793e-05
167.98,1.7943885668930884e-08,-1.6258277331822196e-07,-9.453652656305081e-06
167.99,1.7351294315046244e-08,-1.930967455940563e-07,-8.255801594836713e-06
167.99,1.6663812082936294e-08,-2.195284658989535e-07,-6.950653372973678e-06
167.99,1.5895588094846107e-08,-2.41549334319685e-07,-5.5730768136032676e-06
168.0,1.5061679875142596e-08,-2.589433619110979e-07,-4.153598583303872e-06
168.0,1.4177703432474314e-08,-2.715919880247563e-07,-2.717552615516374e-06
168.0,1.3259537673463134e-08,-2.794565972134908e-07,-1.284871332660053e-06
168.01,1.23230872984941e-08,-2.8256084942310584e-07,1.2951207558186807e-07
168.01,1.1384101532771814e-08,-2.809747933656147e-07,1.5147306697042821e-06
168.01,1.045804001752249e-08,-2.7480241626089173e-07,2.8626590667609906e-06
168.02,9.559972464746732e-09,-2.641738107747788e-07,4.1663468865612934e-06
168.02,8.704495690409528e-09,-2.4924257910774885e-07,5.418433833641989e-06
168.02,7.905650720303647e-09,-2.3018840028470968e-07,6.609708611195934e-06
168.03,7.176823866198189e-09,-2.0722411628930987e-07,7.728009566945043e-06
168.03,6.530618822399153e-09,-1.8060608357164936e-07,8.757604308202828e-06
168.03,5.9786916974196674e-09,-1.5064611958550704e-07,9.67913682164085e-06
168.04,5.5315468849665026e-09,-1.1772311631633308e-07,1.0470185724993723e-05
168.04,5.198298219365496e-09,-8.229231573961076e-08,1.1106395194951228e-05
168.04,4.9864062618910865e-09,-4.489040689518673e-08,1.1563096243338624e-05
168.05,4.901408119952607e-09,-6.134943498960593e-09,1.1817258242410422e-05
168.05,4.946660306533986e-09,3.328288067617024e-08,1.1849605024302598e-05
168.05,5.1231173203338505e-09,7.261244742933408e-08,1.1646655792995947e-05
168.06,5.429168533007904e-09,1.110645105399284e-07,1.120249932194421e-05
168.06,5.860553517618596e-09,1.4783751319615751e-07,1.0520096584245909e-05
168.06,6.410371341534015e-09,1.821477157027711e-07,9.611945196274944e-06
168.07,7.0691928216597985e-09,2.1326092214329913e-07,8.500004831808967e-06
168.07,7.825276919504693e-09,2.4052331769654283e-07,7.214853764960251e-06
168.07,8.664884065426323e-09,2.633888672181709e-07,5.794092760317174e-06
168.08,9.57267096692262e-09,2.814408722300781e-07,4.280123493206778e-06
168.08,1.0532144207718001e-08,2.944057366500265e-07,2.717463779076303e-06
168.08,1.152614444493931e-08,3.0215758473137073e-07,1.1498245395977204e-06
168.09,1.2537329802173759e-08,3.0471315786394893e-07,-3.827864599629567e-07
168.09,1.3548626606792954e-08,3.022172946508594e-07,-1.846675889579723e-06
168.09,1.4543618071448098e-08,2.9492016060602226e-07,-3.2165314710840968e-06
168.1,1.5506846770450566e-08,2.8314821692356124e-07,-4.476735240657693e-06
168.1,1.642401445689677e-08,2.672715623378987e-07,-5.621776051647065e-06
168.1,1.728207226628335e-08,2.4767072059333717e-07,-6.655677334605085e-06
168.11,1.8069204890164944e-08,2.247061350533786e-07,-7.590465250117295e-06
168.11,1.8774722927844194e-08,1.9869349076005433e-07,-8.443771291678732e-06
168.11,1.938888733017799e-08,1.698875787818947e-07,-9.235773732702463e-06
168.12,1.9902697696320387e-08,1.3847670053314165e-07,-9.98572532247806e-06
168.12,2.0307681346989174e-08,1.0458872015455638e-07,-1.070839252711781e-05
168.12,2.0595721976967267e-08,6.830878482715458e-08,-1.1410736289946026e-05
168.13,2.075896489676974e-08,2.9707619201211967e-08,-1.2089180814490095e-05
168.13,2.078983037977497e-08,-1.1121813583547168e-08,-1.2727767308053022e-05
168.13,2.0681157719115218e-08,-5.402243036790838e-08,-1.329742814039839e-05
168.14,2.0426490900845107e-08,-9.872980499959291e-08,-1.3756554635771448e-05
168.14,2.0020503126707323e-08,-1.4483194339095419e-07,-1.4052891333656426e-05
168.14,1.945954289450553e-08,-1.9173644045225326e-07,-1.412671145546547e-05
168.15,1.874227020490725e-08,-2.386491333782118e-07,-1.391508612570469e-05
168.15,1.787033890387383e-08,-2.8456768017771875e-07,-1.335698699675427e-05
168.15,1.6849071374488116e-08,-3.282925243325667e-07,-1.2398841725280797e-05
168.16,1.568806573715749e-08,-3.6845641983988154e-07,-1.100013999907195e-05
168.16,1.440167414101151e-08,-4.035722949463073e-07,-9.138621882331682e-06
168.16,1.3009294010811031e-08,-4.320977034499521e-07,-6.814617857211631e-06
168.17,1.1535422289719736e-08,-4.5251270551506526e-07,-4.054144111340017e-06
168.17,1.0009435346180116e-08,-4.634067525570664e-07,-9.104215575420223e-07
168.17,8.465073610947438e-09,-4.635691499280008e-07,2.5363878656493006e-06
168.18,6.939629088810904e-09,-4.5207706618605895e-07,6.181334194073753e-06
168.18,5.4728543130808956e-09,-4.2837484786291807e-07,9.898653838271752e-06
168.18,4.105631602629541e-09,-3.9233869681305376e-07,1.3547411280700327e-05
168.19,2.878460161298233e-09,-3.4432142680942954e-07,1.6978478883751195e-05
168.19,1.829834219811038e-09,-2.8517317839552806e-07,2.0042447552440626e-05
168.19,9.945967354042817e-10,-2.162354133402788e-07,2.2597959216587135e-05
168.2,4.02359235493768e-10,-1.3930722269927912e-07,2.4519933050223584e-05
168.2,7.607862302513136e-11,-5.658477202625532e-08,2.5707122226763178e-05
168.2,3.0875976093909574e-11,2.9423462842086993e-08,2.608849495974791e-05
168.21,2.731707980099757e-10,1.1600137161611741e-07,2.5627985313812044e-05
168.21,8.001875044209468e-10,2.003440809713495e-07,2.432727547407465e-05
168.21,1.5998701922916239e-09,2.796842797519961e-07,2.2226393478794794e-05
168.22,2.651218306591372e-09,3.514186661510084e-07,1.940206639315813e-05
168.22,3.925031249023881e-09,4.1322709234753697e-07,1.596389773853867e-05
168.22,5.385025880703396e-09,4.6317735742087896e-07,1.2048613139867543e-05
168.23,6.989268896754958e-09,4.998095021685451e-07,7.812725673285621e-06
168.23,8.691847709377505e-09,5.221947344201713e-07,3.4240964241578324e-06
168.23,1.044468995564312e-08,5.299657390283772e-07,-9.470855679124405e-07
168.24,1.2199433966259139e-08,5.233169418445417e-07,-5.13729835516804e-06
168.24,1.3909251024785835e-08,5.029752611531161e-07,-8.998116986267667e-06
168.24,1.5530525045706294e-08,4.7014369110461243e-07,-1.2403525387785086e-05
168.25,1.702430601340596e-08,4.264218123383731e-07,-1.5255668086554525e-05
168.25,1.835746946875273e-08,3.7370871220344986e-07,-1.74887035207712e-05
168.25,1.9503534277633638e-08,3.1409481451345324e-07,-1.9070552663321186e-05
168.26,2.0443113500918013e-08,2.497496851201364e-07,-2.0002482168363974e-05
168.26,2.116399683631284e-08,1.8281295368287905e-07,-2.031661549723796e-05
168.26,2.1660886182601088e-08,1.1529507273827695e-07,-2.0071594782926847e-05
168.27,2.1934826821021232e-08,4.899377431472733e-08,-1.9346758186353192e-05
168.27,2.1992394085981364e-08,-1.45692010064932e-08,-1.823528089646801e-05
168.27,2.18447080563596e-08,-7.418807532613099e-08,-1.6836792490631176e-05
168.28,2.1506355992940776e-08,-1.2898841242821865e-07,-1.5250014178879667e-05
168.28,2.09943035569442e-08,-1.784184128044676e-07,-1.3565946304534864e-05
168.28,2.0326871278162817e-08,-2.222183612565054e-07,-1.186208894092599e-05
168.29,1.9522842760831825e-08,-2.6037198924312965e-07,-1.0198077799487667e-05
168.29,1.8600756604076423e-08,-2.930447067454437e-07,-8.613019930009561e-06
168.29,1.7578416118798562e-08,-3.205144992935781e-07,-7.124684815513058e-06
168.3,1.6472630994848438e-08,-3.4310166833482536e-07,-5.73054309758899e-06
168.3,1.529918471371475e-08,-3.6110346474070087e-07,-4.410522165946561e-06
168.3,1.4073002277174676e-08,-3.747391148438741e-07,-3.1312104231697124e-06
168.31,1.280847614267679e-08,-3.8410975819269236e-07,-1.8511385480569295e-06
168.31,1.1519895402177804e-08,-3.8917649993466994e-07,-5.266732561048389e-07
168.31,1.0221915195123496e-08,-3.897582058535477e-07,8.819728022947232e-07
168.32,8.930000693658722e-09,-3.8554900470428407e-07,2.4051219835574263e-06
168.32,7.660782886431899e-09,-3.761537971593655e-07,4.058880896444402e-06
168.32,6.432271582831083e-09,-3.6113854636672327e-07,5.841654734992609e-06
168.33,5.2638838776267325e-09,-3.400908751565877e-07,7.73223630341995e-06
168.33,4.176262741974343e-09,-3.1268557523544855e-07,9.689644558035877e-06
168.33,3.190879130970552e-09,-2.7874917320560756e-07,1.1654740790577769e-05
168.34,2.329430472944684e-09,-2.3831771034994236e-07,1.3553523558354098e-05
168.34,1.6130671035091719e-09,-1.9168234523188045e-07,1.530185651270271e-05
168.34,1.0614946249896692e-09,-1.3941830707648846e-07,1.6811263972366737e-05
168.35,6.920129144613794e-10,-8.239401736839723e-08,1.799534233850598e-05
168.35,5.185605406716134e-10,-2.1758735938262904e-08,1.8776296458375174e-05
168.35,5.50836016779546e-10,4.109123040820926e-08,1.9091055478178547e-05
168.36,7.935642869281229e-10,1.0456596887262131e-07,1.8896504813547203e-05
168.36,1.2459683346829306e-09,1.669517315302392e-07,1.8173386095071452e-05
168.36,1.9014924577672547e-09,2.2649233552352045e-07,1.6928552521577472e-05
168.37,2.747806528513472e-09,2.814765461360518e-07,1.5195382255384212e-05
168.37,3.76710086121536e-09,3.303252556056891e-07,1.3032293123623254e-05
168.37,4.936660626780486e-09,3.716722191344666e-07,1.0519467151915775e-05
168.38,6.2296887566771155e-09,4.044325746761164e-07,7.754017499343382e-06
